Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
508,"0,107","0,053","0,017","0,226","-0,045","0,058","-0,040","-0,101","-0,266","0,036","0,113","0,082","-0,074","-0,021","-0,025","0,006","-0,129","-0,140","0,048","-0,111","0,021"
509,"0,107","0,053","0,017","0,165","-0,045","0,059","-0,039","-0,160","-0,251","-0,142","0,137","0,047","-0,019","0,028","-0,070","0,000","0,038","-0,043","0,053","-0,014","0,117"
510,"-0,076","-0,062","0,057","0,106","0,025","0,111","-0,029","-0,117","-0,074","-0,131","0,193","0,026","0,011","-0,206","0,123","0,036","0,001","-0,169","-0,023","-0,062","0,015"
511,"0,107","-0,045","-0,078","0,165","0,015","0,049","-0,090","-0,057","-0,085","-0,027","0,042","0,036","0,120","-0,107","0,034","0,025","-0,084","-0,177","-0,023","-0,062","0,015"
512,"0,046","-0,045","-0,078","0,104","0,016","0,051","-0,071","-0,104","0,240","0,059","0,044","-0,086","0,054","-0,063","0,001","0,017","-0,044","-0,132","-0,071","-0,128","0,045"
513,"-0,015","0,013","-0,098","0,043","0,076","0,042","0,097","-0,222","0,007","-0,041","0,092","-0,186","-0,116","-0,164","0,096","0,019","0,082","-0,080","-0,020","-0,139","-0,024"
514,"-0,137","-0,007","-0,156","-0,018","-0,044","0,063","-0,068","0,029","0,270","0,130","0,092","-0,096","-0,047","-0,045","0,231","-0,058","0,047","-0,062","0,045","-0,034","0,060"
515,"-0,015","0,070","-0,119","0,106","0,025","0,111","-0,068","-0,090","0,299","0,130","0,092","-0,096","-0,001","0,013","0,101","-0,040","-0,035","-0,151","-0,026","0,015","0,054"
516,"-0,015","0,050","-0,176","-0,077","0,026","0,115","-0,003","-0,076","0,355","-0,048","0,115","-0,130","0,062","-0,195","0,031","0,055","-0,097","-0,076","0,007","0,214","0,044"
517,"-0,015","-0,008","-0,156","-0,140","-0,044","0,066","0,050","0,013","0,204","-0,048","0,115","-0,130","-0,007","0,059","0,062","0,093","-0,008","-0,150","-0,051","0,499","-0,047"
