Index,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
729,"1,000","0,026","-0,015","0,005","0,826","-0,561","0,056","0,022","0,997","-0,010","-0,079","-0,013","0,998","0,057","0,040","-0,009","0,997","0,029","0,067","-0,005","0,904","-0,428","-0,010","0,016","0,812","-0,572","0,099","-0,065"
730,"0,999","0,026","-0,018","0,004","0,835","-0,547","0,054","0,027","0,997","-0,018","-0,074","-0,007","0,997","0,058","0,044","-0,009","0,998","0,019","0,065","-0,010","0,899","-0,437","-0,008","0,017","0,821","-0,555","0,108","-0,077"
731,"0,999","0,028","-0,017","0,004","0,842","-0,535","0,051","0,030","0,997","-0,025","-0,069","-0,004","0,997","0,058","0,046","-0,010","0,998","0,010","0,058","-0,024","0,901","-0,434","-0,005","0,016","0,828","-0,541","0,116","-0,089"
732,"0,999","0,030","-0,016","0,003","0,849","-0,526","0,046","0,031","0,997","-0,031","-0,064","-0,003","0,997","0,059","0,047","-0,011","0,998","0,003","0,052","-0,038","0,906","-0,422","-0,003","0,017","0,835","-0,529","0,121","-0,095"
733,"0,999","0,032","-0,016","0,002","0,855","-0,516","0,043","0,028","0,998","-0,036","-0,060","0,000","0,997","0,060","0,049","-0,011","0,998","-0,003","0,049","-0,046","0,906","-0,423","-0,002","0,016","0,841","-0,520","0,121","-0,092"
734,"0,999","0,035","-0,016","0,000","0,862","-0,505","0,042","0,025","0,998","-0,040","-0,056","0,003","0,997","0,062","0,051","-0,010","0,998","-0,009","0,048","-0,046","0,898","-0,439","0,001","0,014","0,846","-0,513","0,120","-0,087"
735,"0,999","0,037","-0,017","-0,001","0,868","-0,494","0,043","0,025","0,998","-0,044","-0,052","0,007","0,997","0,064","0,050","-0,009","0,998","-0,014","0,047","-0,042","0,890","-0,455","0,004","0,012","0,850","-0,507","0,117","-0,084"
736,"0,999","0,038","-0,018","-0,002","0,874","-0,484","0,041","0,029","0,998","-0,047","-0,049","0,008","0,997","0,065","0,049","-0,009","0,998","-0,019","0,046","-0,041","0,889","-0,459","0,006","0,010","0,855","-0,499","0,112","-0,086"
737,"0,999","0,038","-0,019","-0,003","0,879","-0,474","0,037","0,037","0,998","-0,050","-0,046","0,010","0,997","0,066","0,051","-0,010","0,998","-0,023","0,044","-0,042","0,888","-0,459","0,008","0,010","0,859","-0,491","0,111","-0,092"
738,"0,999","0,038","-0,019","-0,003","0,884","-0,465","0,032","0,046","0,998","-0,053","-0,043","0,012","0,996","0,066","0,054","-0,010","0,998","-0,027","0,042","-0,046","0,886","-0,463","0,010","0,009","0,864","-0,480","0,115","-0,098"
739,"0,999","0,039","-0,020","-0,004","0,889","-0,455","0,026","0,050","0,998","-0,056","-0,040","0,016","0,996","0,066","0,056","-0,010","0,997","-0,031","0,039","-0,052","0,882","-0,470","0,012","0,009","0,869","-0,468","0,121","-0,101"
740,"0,999","0,039","-0,020","-0,004","0,894","-0,445","0,023","0,050","0,997","-0,058","-0,037","0,019","0,996","0,067","0,055","-0,011","0,997","-0,034","0,037","-0,058","0,878","-0,479","0,013","0,008","0,874","-0,457","0,126","-0,101"
741,"0,999","0,040","-0,020","-0,005","0,899","-0,434","0,021","0,046","0,997","-0,061","-0,035","0,021","0,996","0,067","0,054","-0,011","0,997","-0,038","0,035","-0,061","0,874","-0,486","0,014","0,007","0,879","-0,448","0,129","-0,099"
