Index,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z
739,"10,283","-16,986","-9,239","21,466","4,342","2,645","26,786","2,870","7,088","-25,553","-5,526","-17,789","102,579","3,717","-15,239","7,420","-6,791","0,674","31,358","5,303","7,134"
740,"10,313","-16,625","-8,894","21,548","4,266","2,545","26,847","2,868","6,880","-25,401","-5,656","-17,745","102,210","3,712","-15,300","7,467","-6,783","0,650","31,234","5,207","7,194"
741,"10,335","-16,254","-8,423","21,645","4,195","2,459","26,917","2,944","6,557","-25,222","-5,813","-17,729","101,848","3,715","-15,343","7,506","-6,764","0,626","31,113","5,114","7,249"
742,"10,382","-16,105","-8,084","21,684","4,172","2,337","26,967","3,031","6,389","-25,038","-5,979","-17,763","101,517","3,700","-15,371","7,537","-6,725","0,596","31,013","5,034","7,264"
743,"10,315","-16,064","-8,085","21,700","4,180","2,197","26,989","3,087","6,557","-24,855","-6,127","-17,803","101,176","3,667","-15,387","7,552","-6,675","0,561","30,885","4,944","7,262"
744,"10,261","-16,034","-8,133","21,695","4,210","2,084","26,980","3,101","6,734","-24,690","-6,255","-17,834","100,819","3,632","-15,411","7,554","-6,628","0,529","30,726","4,850","7,264"
745,"10,235","-16,067","-8,101","21,690","4,265","2,023","26,992","3,111","6,750","-24,567","-6,363","-17,840","100,461","3,580","-15,469","7,556","-6,590","0,504","30,565","4,751","7,266"
746,"10,252","-16,075","-8,054","21,684","4,369","2,073","27,010","3,103","6,627","-24,504","-6,436","-17,833","100,129","3,537","-15,466","7,564","-6,562","0,488","30,432","4,607","7,281"
747,"10,306","-16,068","-8,041","21,652","4,482","2,205","27,002","3,099","6,459","-24,507","-6,479","-17,793","99,828","3,500","-15,457","7,578","-6,539","0,486","30,328","4,485","7,299"
748,"10,327","-16,116","-8,086","21,642","4,557","2,352","27,000","3,114","6,324","-24,537","-6,515","-17,727","99,564","3,458","-15,457","7,587","-6,514","0,499","30,243","4,402","7,313"
