Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
55,"0,157","-0,144","0,003","0,181","0,021","0,024","-0,014","-0,069","0,125","0,018","0,114","0,192","0,053","-0,123","0,103","-0,105","-0,091","-0,022","0,074","-0,064","0,066"
56,"0,037","-0,128","0,066","-0,001","0,078","0,052","-0,013","-0,129","0,137","-0,038","0,014","0,097","-0,077","-0,116","0,031","-0,088","-0,043","-0,055","-0,093","-0,145","0,120"
57,"-0,095","-0,021","-0,215","0,060","-0,040","0,022","-0,070","-0,057","0,190","-0,061","-0,177","0,116","-0,052","-0,193","0,235","-0,064","-0,148","0,030","0,029","-0,028","0,190"
58,"-0,034","0,038","-0,234","-0,001","0,078","0,052","-0,032","0,075","-0,089","0,033","-0,125","-0,032","0,051","-0,279","-0,009","-0,097","-0,007","-0,007","-0,056","-0,024","0,067"
59,"0,026","-0,096","-0,261","-0,001","0,018","0,040","0,026","-0,057","-0,130","0,043","-0,070","-0,057","0,102","-0,141","-0,037","-0,022","0,033","-0,023","-0,045","-0,080","0,088"
60,"0,150","-0,078","-0,206","-0,006","0,090","-0,007","0,089","-0,176","-0,111","-0,090","-0,006","0,031","0,057","-0,208","0,089","0,036","0,024","-0,005","-0,049","-0,002","0,124"
61,"-0,033","-0,079","-0,200","-0,062","0,077","0,057","0,107","-0,009","0,103","0,113","0,315","-0,229","0,232","-0,148","0,036","0,003","0,166","-0,042","-0,175","-0,040","0,089"
62,"0,211","0,056","-0,184","-0,001","0,018","0,040","0,048","-0,129","0,132","0,073","0,095","-0,131","0,212","0,121","-0,007","0,080","0,084","-0,119","-0,034","-0,137","0,109"
63,"0,096","0,048","0,013","-0,001","-0,042","0,028","0,045","0,051","0,097","-0,001","0,153","-0,032","0,161","-0,017","0,020","-0,014","0,118","-0,008","-0,018","-0,271","0,094"
64,"-0,025","0,123","0,058","0,054","0,032","-0,025","0,046","-0,009","0,108","0,056","0,066","-0,051","-0,020","-0,028","0,038","0,159","0,092","0,045","-0,007","-0,139","-0,092"
65,"-0,145","0,081","0,138","-0,067","-0,090","-0,039","0,117","0,014","0,223","-0,053","0,133","-0,097","0,027","0,074","-0,038","0,111","0,064","-0,021","0,107","-0,044","-0,078"
66,"-0,089","0,031","-0,040","-0,006","-0,029","-0,032","0,049","0,122","0,144","-0,090","-0,006","0,031","0,097","0,064","0,040","-0,005","0,081","-0,056","-0,064","-0,046","0,011"
67,"-0,030","0,014","-0,100","0,054","-0,028","-0,037","-0,090","-0,045","-0,060","0,036","-0,044","-0,002","0,027","0,074","-0,038","0,076","-0,032","0,046","0,014","0,116","-0,129"
68,"0,026","-0,037","-0,278","0,231","0,047","-0,100","-0,092","0,075","-0,084","-0,029","-0,199","-0,073","-0,157","0,028","-0,070","0,062","0,036","-0,086","0,185","0,118","-0,218"
69,"-0,160","-0,130","-0,372","0,110","-0,134","-0,127","0,025","0,003","-0,142","-0,230","-0,103","0,059","-0,040","0,120","-0,068","-0,049","0,021","0,059","0,017","0,217","-0,037"
70,"-0,094","-0,079","-0,198","-0,012","-0,017","-0,091","-0,058","0,135","-0,411","0,086","-0,105","0,033","-0,033","0,071","-0,032","0,044","0,109","0,010","0,039","0,293","-0,202"
71,"-0,092","-0,062","-0,140","0,060","0,079","0,047","-0,047","0,099","-0,280","0,026","-0,099","0,022","-0,161","0,113","-0,056","0,028","-0,060","-0,019","0,069","0,203","-0,104"
72,"0,033","0,031","-0,044","0,049","0,044","-0,084","-0,097","0,063","-0,144","0,096","-0,050","0,008","-0,094","0,067","-0,026","0,099","-0,136","0,131","0,088","0,169","-0,027"
73,"0,037","0,007","0,090","0,110","-0,015","-0,102","-0,028","0,146","-0,041","0,069","-0,134","0,112","-0,036","0,035","-0,082","0,009","0,013","0,076","0,195","0,241","-0,070"
74,"-0,082","0,099","0,194","-0,006","0,090","-0,007","-0,096","0,003","-0,132","0,042","0,118","0,058","-0,145","0,050","0,064","0,101","0,101","0,027","0,069","0,203","-0,104"
75,"-0,080","0,116","0,253","-0,012","0,102","-0,067","-0,151","-0,045","-0,055","0,056","0,066","-0,051","-0,030","0,106","0,017","0,005","0,044","-0,104","0,051","0,048","0,025"
76,"-0,084","0,082","0,136","-0,078","-0,006","-0,146","-0,011","0,062","0,161","0,046","0,011","-0,027","0,155","0,032","-0,015","0,067","0,005","0,094","-0,049","-0,002","0,124"
77,"-0,023","0,141","0,117","-0,017","-0,005","-0,151","-0,070","-0,057","0,190","0,096","-0,050","0,008","0,015","0,052","-0,172","0,086","-0,069","-0,002","0,074","-0,064","0,066"
78,"0,036","0,124","0,056","-0,012","-0,017","-0,091","0,048","0,182","0,133","-0,079","-0,138","-0,108","0,092","-0,007","-0,058","0,018","-0,024","0,028","-0,052","-0,103","0,032"
79,"-0,088","0,106","0,002","-0,067","-0,090","-0,039","-0,018","-0,141","0,078","0,096","-0,050","0,008","0,047","-0,073","0,068","0,192","-0,049","0,082","-0,097","-0,066","0,155"
80,"-0,026","0,048","0,017","-0,001","-0,042","0,028","0,143","-0,068","-0,200","0,113","-0,021","-0,071","0,098","-0,056","-0,023","0,076","-0,032","0,046","0,126","-0,078","-0,001"
81,"0,037","0,007","0,090","-0,006","-0,029","-0,032","0,082","-0,068","-0,195","0,133","0,089","-0,120","0,031","-0,011","-0,052","0,093","0,016","0,013","-0,008","0,040","0,036"
82,"0,035","-0,010","0,032","-0,006","0,150","0,005","0,083","-0,128","-0,183","-0,092","0,181","0,146","0,214","-0,121","-0,134","0,168","0,056","-0,003","0,058","0,070","0,081"
83,"0,041","0,041","0,207","-0,006","-0,149","-0,057","-0,028","-0,105","-0,054","-0,014","0,017","-0,037","-0,099","-0,004","-0,125","-0,013","-0,004","-0,071","0,007","-0,095","0,021"
84,"-0,024","0,065","0,075","0,115","-0,027","-0,042","0,031","-0,045","-0,070","0,109","0,086","0,014","0,040","-0,024","0,032","-0,066","-0,027","0,092","0,058","0,070","0,081"
85,"-0,022","0,158","0,175","0,115","-0,027","-0,042","-0,101","-0,009","-0,191","0,033","-0,125","-0,032","-0,030","0,106","0,017","-0,022","0,033","-0,023","0,048","-0,053","-0,067"
86,"-0,024","0,065","0,075","0,120","-0,039","0,017","-0,026","0,027","-0,018","0,047","-0,176","-0,142","-0,039","-0,001","-0,131","-0,062","0,089","-0,074","-0,026","-0,105","-0,169"
87,"-0,089","-0,104","-0,064","-0,001","-0,042","0,028","0,045","0,051","0,097","-0,002","-0,115","-0,177","-0,032","-0,050","-0,096","-0,049","0,021","0,059","-0,019","-0,083","-0,112"
88,"-0,025","-0,069","0,051","0,060","0,079","0,047","0,036","-0,033","-0,011","0,023","-0,179","-0,008","-0,041","0,241","-0,004","-0,058","0,058","0,106","-0,153","0,036","-0,076"
89,"-0,088","-0,028","-0,023","-0,001","-0,101","0,015","-0,003","-0,105","0,256","-0,014","-0,318","0,121","0,025","0,039","-0,088","0,290","-0,114","0,151","0,033","-0,097","-0,180"
90,"-0,085","0,065","0,077","0,060","-0,040","0,022","-0,015","-0,009","0,114","-0,058","-0,096","0,146","-0,026","-0,099","-0,060","-0,066","-0,027","0,092","0,089","-0,010","-0,155"
91,"-0,021","-0,035","0,168","-0,001","-0,042","0,028","-0,081","0,039","0,047","-0,024","-0,038","-0,013","-0,094","0,067","-0,026","0,011","-0,108","0,014","0,093","-0,098","0,143"
92,"0,038","-0,052","0,107","-0,056","-0,055","0,092","0,038","-0,153","0,013","0,131","-0,059","0,153","0,034","0,025","-0,003","-0,097","-0,007","-0,007","0,199","0,163","-0,105"
93,"0,041","0,041","0,207","0,131","-0,064","0,136","-0,035","0,003","-0,137","-0,034","-0,093","0,012","0,034","0,025","-0,003","-0,016","-0,120","0,095","0,059","-0,109","-0,046"
94,"0,158","0,066","0,069","-0,001","-0,042","0,028","0,020","-0,009","-0,201","-0,093","-0,087","0,001","0,035","-0,096","-0,066","0,112","-0,057","-0,083","-0,012","-0,061","-0,056"
95,"0,101","-0,035","0,164","-0,062","-0,043","0,033","0,138","-0,080","-0,259","0,036","-0,044","-0,002","-0,081","-0,031","0,044","0,086","-0,069","-0,002","-0,008","0,040","0,036"
96,"0,034","-0,027","-0,027","-0,067","0,029","-0,014","0,025","0,003","-0,142","0,023","-0,179","-0,008","0,101","-0,021","0,026","0,001","-0,072","0,062","-0,052","-0,103","0,032"
97,"0,092","0,014","-0,104","-0,067","-0,030","-0,027","0,087","-0,057","-0,135","0,026","0,237","-0,136","0,038","-0,060","-0,017","0,095","-0,105","-0,049","0,033","-0,106","0,154"
98,"0,097","-0,069","0,047","-0,001","0,078","0,052","0,031","-0,045","-0,070","0,053","-0,015","-0,082","0,098","-0,056","-0,023","-0,062","0,089","-0,074","-0,048","-0,181","-0,004"
99,"0,095","0,107","-0,004","0,060","0,019","0,035","0,038","-0,153","0,013","-0,140","0,055","-0,004","0,149","0,082","-0,050","0,093","0,016","0,013","0,048","-0,053","-0,067"
100,"-0,024","0,065","0,075","0,060","-0,100","0,010","-0,020","-0,021","0,054","-0,080","0,049","0,007","0,094","0,029","-0,009","0,026","0,061","0,043","0,029","-0,028","0,190"
101,"0,038","0,082","0,132","0,049","0,104","-0,072","-0,017","0,110","0,090","-0,079","-0,138","-0,108","0,085","0,042","-0,094","0,026","0,061","0,043","0,003","-0,016","0,057"
