Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
106,"0,063","0,104","0,183","0,213","-0,093","-0,132","0,015","0,077","-0,116","-0,022","-0,079","0,045","-0,069","0,064","-0,030","-0,042","0,083","0,023","0,054","0,029","-0,210"
107,"0,002","0,162","0,164","0,149","0,076","-0,224","-0,098","-0,030","-0,020","0,043","-0,060","-0,172","-0,136","0,112","-0,055","-0,035","0,167","0,043","0,150","0,133","-0,002"
108,"0,066","0,185","-0,163","0,156","0,219","-0,128","0,075","0,136","-0,135","-0,506","0,159","-0,163","-0,140","0,079","-0,107","0,002","0,025","0,069","0,098","0,217","0,034"
109,"0,006","0,014","-0,301","0,095","0,099","-0,101","0,150","0,217","-0,034","-0,135","0,203","-0,458","-0,210","0,211","-0,112","0,047","-0,151","0,045","-0,573","0,162","0,106"
110,"0,128","-0,082","-0,398","0,156","0,039","-0,093","-0,031","0,160","-0,001","-0,499","0,227","-0,548","-0,118","0,158","0,131","-0,049","0,000","0,004","-0,197","0,012","-0,228"
111,"0,006","0,014","-0,301","0,027","0,017","-0,206","-0,046","0,138","-0,120","-0,435","0,329","-0,741","-0,119","0,041","0,060","-0,261","-0,160","0,002","0,147","-0,055","-0,390"
112,"0,188","0,127","-0,144","0,024","0,005","-0,266","-0,031","0,040","0,021","-0,381","0,071","-0,321","-0,069","0,064","-0,030","-0,071","-0,134","0,015","-0,003","-0,078","-0,148"
113,"0,064","0,106","-0,010","0,156","0,099","-0,104","-0,031","0,160","-0,001","-0,147","0,145","0,199","-0,005","0,100","0,014","-0,048","-0,117","-0,066","0,092","0,081","0,033"
114,"0,064","0,201","0,087","0,280","-0,010","-0,028","0,076","0,016","-0,112","-0,637","0,285","0,321","-0,006","-0,016","-0,057","-0,151","0,067","-0,057","0,132","0,080","-0,111"
115,"0,003","0,220","0,145","0,101","0,123","0,018","0,030","0,099","0,003","-0,397","0,047","0,525","0,006","0,081","0,098","-0,058","0,150","0,124","-0,182","0,175","-0,173"
116,"-0,181","0,239","0,202","0,107","0,086","0,149","0,022","0,088","-0,057","-0,088","-0,016","0,288","-0,054","0,078","0,105","-0,051","0,234","0,144","-0,250","0,096","-0,191"
117,"-0,119","0,336","0,107","0,223","0,002","0,035","0,044","0,181","0,111","-0,021","-0,055","-0,037","0,001","-0,068","-0,025","-0,058","0,150","0,124","0,110","-0,164","-0,193"
118,"-0,059","0,239","0,203","0,223","0,062","0,024","0,058","0,263","0,219","-0,138","-0,118","-0,283","0,131","0,121","0,135","0,016","0,192","0,108","0,315","0,018","-0,111"
119,"0,062","0,199","0,280","0,159","0,051","-0,033","0,134","0,104","0,364","-0,384","0,159","-0,161","0,112","0,075","-0,051","-0,065","0,066","0,105","0,171","0,131","0,132"
120,"0,124","0,103","0,183","0,159","-0,009","-0,021","-0,009","0,193","0,178","-0,021","0,300","-0,023","0,056","0,104","0,007","-0,072","-0,017","0,085","0,028","0,190","0,403"
121,"0,064","0,048","0,008","0,095","-0,020","-0,078","-0,040","0,329","-0,094","0,462","0,228","0,234","0,056","0,104","0,007","0,033","0,009","-0,063","-0,015","0,300","0,493"
122,"0,004","0,088","-0,069","-0,021","-0,056","0,059","-0,046","0,198","-0,131","0,464","0,116","0,157","0,052","0,071","-0,044","-0,092","0,058","-0,042","0,204","0,347","0,296"
