Index,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
99,"-0,084","-0,086","-0,184","0,322","0,070","-0,002","-0,139","0,134","0,161","0,000","-0,033","0,190","0,087","0,025","-0,012","0,095","-0,171","-0,092","0,153","-0,125","-0,122"
100,"0,037","-0,105","-0,244","0,200","0,063","-0,062","-0,032","0,138","-0,097","-0,071","-0,080","0,199","0,020","0,069","-0,045","0,022","-0,065","-0,206","0,031","-0,067","-0,058"
101,"0,097","-0,066","-0,322","0,322","0,002","-0,055","-0,139","0,075","0,175","0,020","0,000","0,113","-0,027","0,012","0,085","-0,139","-0,079","-0,311","0,075","0,075","-0,046"
102,"-0,090","-0,005","-0,530","0,139","-0,005","-0,115","-0,081","0,001","0,126","0,096","-0,054","0,013","-0,030","0,098","0,093","-0,161","-0,137","-0,092","0,021","0,161","0,064"
103,"0,036","-0,124","-0,302","0,322","-0,073","-0,169","-0,157","-0,053","-0,108","0,344","-0,031","0,040","-0,098","0,103","0,012","-0,114","-0,105","-0,027","-0,050","0,210","0,059"
104,"0,099","-0,087","-0,187","0,322","-0,119","-0,040","0,033","-0,027","0,000","0,285","-0,023","0,028","-0,030","0,098","0,093","-0,130","-0,008","-0,122","0,040","-0,048","-0,001"
105,"0,105","0,006","0,103","0,383","-0,172","0,028","0,044","0,133","0,150","-0,007","-0,083","-0,123","0,023","-0,017","-0,053","-0,084","0,009","0,125","0,075","0,075","-0,046"
106,"-0,013","0,004","0,298","0,261","-0,051","0,013","0,033","0,092","-0,028","-0,011","0,018","-0,032","0,026","0,022","-0,006","0,011","-0,038","0,020","-0,019","-0,057","0,011"
107,"-0,013","-0,054","0,317","0,200","-0,059","-0,047","0,022","-0,008","-0,192","-0,133","-0,044","-0,091","0,023","-0,017","-0,053","0,070","0,079","0,091","-0,028","-0,076","-0,046"
108,"-0,071","0,176","0,437","0,261","0,063","-0,062","-0,040","0,171","-0,229","-0,137","0,058","0,000","-0,043","0,027","-0,086","0,079","0,038","0,047","-0,256","-0,093","0,059"
109,"-0,071","0,041","0,416","0,322","0,070","-0,002","-0,043","0,038","-0,261","0,001","0,074","-0,053","0,020","0,069","-0,045","0,288","0,084","0,217","-0,008","0,181","-0,068"
110,"-0,072","0,099","0,397","0,139","0,002","-0,055","0,090","-0,041","-0,063","-0,180","0,021","-0,124","-0,096","0,017","0,004","0,172","-0,024","0,125","-0,091","0,287","-0,090"
111,"-0,016","0,083","0,145","0,139","-0,126","-0,100","-0,032","0,079","-0,083","-0,078","-0,131","-0,114","0,020","0,069","-0,045","0,147","0,114","0,075","-0,017","0,163","-0,125"
112,"0,041","0,008","-0,088","0,200","-0,066","-0,108","0,033","0,033","-0,014","-0,015","-0,060","-0,067","0,031","0,101","0,087","0,059","-0,006","0,084","0,004","0,124","-0,051"
113,"-0,021","-0,068","-0,127","0,139","-0,005","-0,115","0,097","0,046","0,042","0,014","0,130","-0,075","0,034","0,015","0,079","0,193","0,020","0,088","-0,108","-0,046","-0,109"
114,"-0,024","0,011","-0,280","0,200","0,063","-0,062","-0,020","0,001","0,122","0,057","-0,013","-0,076","0,163","0,012","0,154","-0,121","0,062","0,068","0,061","-0,087","0,074"
115,"-0,146","0,011","-0,278","0,261","0,063","-0,062","-0,020","0,001","0,122","0,326","0,043","-0,127","0,150","0,067","0,030","-0,005","0,059","-0,074","-0,042","-0,238","0,074"
116,"0,160","-0,029","-0,207","0,139","0,002","-0,055","-0,017","0,133","0,154","-0,078","0,050","0,012","0,155","0,020","0,069","-0,025","0,015","-0,037","-0,019","-0,057","0,011"
117,"0,103","0,085","-0,050","0,079","0,077","0,059","0,033","0,092","-0,028","-0,062","0,004","-0,100","0,087","0,025","-0,012","0,041","-0,036","-0,061","-0,090","-0,009","0,006"
118,"0,042","0,085","-0,049","0,200","0,130","-0,009","0,026","0,005","-0,133","0,022","0,107","-0,131","0,205","0,116","-0,014","0,106","-0,086","-0,085","-0,055","0,115","-0,039"
119,"-0,019","0,027","-0,029","0,200","0,191","-0,017","-0,032","0,019","-0,070","0,101","0,132","-0,196","0,026","0,022","-0,006","0,061","0,008","-0,098","-0,038","0,152","0,075"
120,"-0,081","-0,049","-0,068","0,139","-0,104","0,081","0,154","0,151","-0,048","-0,007","0,097","0,002","0,023","-0,017","-0,053","0,120","0,014","-0,260","0,001","0,200","-0,011"
121,"-0,143","-0,126","-0,106","0,139","0,009","0,006","0,022","-0,068","-0,178","-0,090","-0,006","0,033","-0,090","-0,029","0,043","0,106","-0,086","-0,085","0,399","0,396","-0,070"
122,"0,042","-0,147","0,025","0,200","0,070","-0,002","0,022","0,051","-0,206","-0,023","-0,037","-0,011","-0,034","-0,105","-0,056","0,059","-0,006","0,084","0,063","0,133","-0,063"
123,"0,044","-0,187","0,102","0,444","0,169","-0,198","0,098","-0,073","0,069","0,155","-0,062","0,025","-0,341","-0,032","-0,021","-0,084","0,009","0,125","0,021","0,161","0,064"
124,"-0,076","0,025","0,165","0,200","0,063","-0,062","-0,081","-0,058","0,139","-0,008","-0,191","0,120","-0,164","0,022","-0,076","-0,102","0,092","0,213","0,099","-0,039","-0,012"
