molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
10,0.1,81,1.62,57.221,5.771,2.448,43.218,1.091,-0.601,81.045,8.378,-0.423,64.036,17.092,-0.934,82.778,3.891,-7.527,-28.86,-0.276,-0.032,38.003,10.275,-6.651,0.001,-0.002,0.949,0.004,-0.006,0.953,0.004,-0.004,1.0,0.007,-0.002,0.962,0.003,0.003,1.027,0.004,-0.005,0.973,-0.001,-0.001,0.894,-0.106,-0.156,0.124,-0.118,-0.081,0.112,-0.032,-0.154,0.316,-0.006,0.055,-0.132,-0.166,0.172,0.45,-0.18,-0.042,0.016,0.15,-0.252,0.069,0.905,0.41,0.109,0.0,0.809,0.588,0.013,0.001,0.994,-0.079,0.082,0.0,0.891,0.394,-0.224,0.001,0.983,-0.152,-0.101,-0.001,0.968,0.249,0.002,0.0,0.833,0.544,-0.104,-0.001
11,0.11,81,1.62,57.137,5.705,2.498,43.196,0.975,-0.239,81.419,8.839,-0.353,64.316,16.992,-0.714,83.132,3.533,-7.7,-29.096,-0.468,-0.138,37.86,10.497,-7.173,-0.002,-0.007,0.951,0.006,0.001,0.949,0.005,-0.006,0.999,-0.003,-0.001,0.964,0.005,-0.001,1.025,-0.001,0.0,0.974,0.005,-0.002,0.891,0.006,-0.059,0.107,-0.12,-0.023,0.093,-0.033,-0.094,0.307,0.121,0.173,-0.216,-0.114,0.272,0.167,-0.18,-0.042,0.016,0.01,-0.09,-0.089,0.906,0.408,0.111,-0.001,0.807,0.59,0.012,0.002,0.993,-0.08,0.085,0.0,0.892,0.394,-0.221,0.0,0.983,-0.155,-0.1,0.0,0.968,0.251,0.004,0.0,0.833,0.544,-0.107,0.0
12,0.12,82,1.64,57.638,5.574,2.781,42.707,0.879,0.046,81.498,9.287,-0.28,64.476,17.066,-0.745,83.303,3.481,-7.749,-29.399,-0.527,-0.171,37.595,10.66,-7.551,0.001,0.001,0.953,0.007,-0.002,0.957,-0.002,-0.012,0.999,0.003,-0.002,0.96,0.008,-0.003,1.023,-0.001,0.001,0.978,0.006,-0.002,0.884,0.041,0.038,0.017,-0.12,-0.118,-0.005,-0.136,-0.01,0.061,0.081,0.197,-0.422,-0.095,0.024,-0.206,-0.058,-0.042,0.015,-0.147,0.041,-0.168,0.905,0.411,0.11,0.0,0.808,0.589,0.01,0.003,0.993,-0.082,0.086,0.0,0.892,0.394,-0.224,0.001,0.982,-0.157,-0.102,0.0,0.967,0.254,0.005,0.0,0.832,0.543,-0.109,0.002
13,0.13,82,1.64,57.763,5.715,2.652,42.757,0.979,-0.266,81.119,8.832,-0.349,64.35,16.995,-0.703,83.305,3.469,-7.752,-29.131,-0.375,-0.086,37.992,10.497,-7.163,0.0,0.0,0.949,0.006,-0.007,0.952,0.003,-0.01,1.002,0.002,-0.001,0.964,0.004,0.0,1.026,0.004,-0.003,0.97,0.005,-0.001,0.885,-0.036,0.037,-0.055,0.117,0.024,-0.182,-0.106,-0.098,-0.118,0.127,0.355,-0.305,-0.071,-0.013,-0.32,-0.119,0.041,-0.008,-0.206,0.491,-0.243,0.904,0.413,0.109,0.001,0.81,0.587,0.011,0.002,0.993,-0.081,0.084,0.0,0.892,0.394,-0.221,0.0,0.983,-0.155,-0.1,0.0,0.968,0.251,0.003,0.0,0.832,0.545,-0.107,0.0
14,0.14,83,1.66,57.167,5.649,2.571,42.394,0.951,-0.195,80.585,8.583,-0.377,63.857,16.931,-0.79,82.823,3.416,-7.674,-29.297,-0.627,-0.227,37.638,10.545,-7.263,0.001,0.001,0.952,0.004,-0.009,0.954,0.003,-0.008,0.996,-0.001,-0.004,0.961,0.003,0.003,1.031,0.0,0.001,0.974,0.0,-0.002,0.894,-0.031,0.078,-0.01,0.181,-0.091,-0.146,-0.007,0.059,0.09,0.378,0.537,-0.334,0.002,0.029,-0.384,-0.18,-0.012,-0.037,-0.255,0.554,-0.277,0.905,0.411,0.109,0.0,0.811,0.586,0.013,0.001,0.993,-0.078,0.084,0.0,0.893,0.393,-0.22,0.0,0.983,-0.152,-0.099,0.0,0.967,0.253,0.006,-0.001,0.833,0.543,-0.106,0.0
15,0.15,83,1.66,57.627,5.583,2.769,42.913,1.003,-0.34,81.051,8.865,-0.341,64.433,17.183,-0.908,82.895,3.22,-7.744,-29.03,-0.474,-0.143,37.632,10.508,-7.172,0.001,0.0,0.95,0.003,-0.007,0.955,0.0,-0.007,1.005,0.002,0.002,0.961,0.0,0.0,1.03,-0.001,-0.002,0.974,0.001,-0.004,0.891,0.13,0.1,-0.13,0.059,-0.094,-0.143,0.021,0.09,-0.107,0.418,0.514,-0.128,0.065,0.147,-0.409,-0.12,0.017,-0.091,-0.055,0.643,-0.292,0.904,0.413,0.109,0.0,0.809,0.587,0.013,0.001,0.993,-0.08,0.086,0.0,0.892,0.395,-0.221,0.0,0.983,-0.155,-0.097,0.0,0.968,0.251,0.004,0.0,0.834,0.541,-0.107,0.0
16,0.16,84,1.68,57.59,5.778,2.536,43.028,1.067,-0.526,81.073,8.397,-0.42,64.874,17.048,-0.605,83.351,3.559,-7.733,-28.722,-0.489,-0.153,38.192,10.492,-7.137,0.0,-0.003,0.95,0.001,-0.008,0.957,0.004,-0.012,1.001,-0.002,0.005,0.969,0.004,-0.006,1.026,-0.001,-0.005,0.975,0.0,-0.001,0.894,0.003,0.3,-0.048,-0.057,-0.252,-0.027,0.193,-0.041,-0.179,0.406,0.151,0.05,0.088,0.146,-0.208,0.124,-0.005,-0.176,0.142,0.468,-0.457,0.905,0.411,0.11,0.0,0.81,0.586,0.014,0.0,0.993,-0.082,0.084,0.0,0.891,0.397,-0.22,-0.001,0.983,-0.157,-0.099,0.0,0.969,0.248,0.004,0.0,0.833,0.543,-0.106,0.0
17,0.17,84,1.68,57.27,5.412,2.871,43.378,1.2,-0.918,81.003,8.455,-0.409,64.427,17.169,-0.898,82.935,3.5,-7.677,-28.616,-0.205,-0.001,38.029,10.28,-6.631,0.001,-0.003,0.949,-0.002,-0.006,0.951,0.0,-0.005,0.999,0.0,-0.001,0.964,0.0,-0.001,1.032,0.003,-0.008,0.97,-0.004,-0.006,0.89,-0.087,0.345,-0.159,-0.119,-0.195,-0.044,0.032,0.1,-0.048,0.206,0.182,0.057,0.041,0.22,0.02,0.183,0.054,-0.283,0.201,0.461,-0.447,0.906,0.411,0.107,0.001,0.809,0.588,0.015,-0.001,0.993,-0.079,0.085,0.0,0.892,0.395,-0.221,0.0,0.983,-0.155,-0.097,0.0,0.969,0.247,0.002,0.0,0.834,0.542,-0.105,-0.001
18,0.18,85,1.7,57.203,5.405,2.864,43.177,1.081,-0.546,80.944,9.057,-0.313,64.567,16.818,-0.431,83.312,4.001,-7.602,-28.918,-0.272,-0.043,37.927,10.228,-6.507,-0.003,0.0,0.951,0.003,-0.003,0.954,0.0,-0.005,1.002,-0.003,0.0,0.962,0.001,-0.002,1.031,0.003,-0.003,0.97,-0.005,-0.003,0.887,-0.127,0.208,-0.114,-0.065,-0.056,-0.217,0.099,0.112,-0.375,0.18,0.489,0.097,-0.041,0.314,0.103,0.06,0.09,-0.471,0.236,0.263,-0.421,0.905,0.411,0.109,0.0,0.808,0.588,0.013,0.001,0.993,-0.078,0.087,0.0,0.892,0.395,-0.218,-0.001,0.983,-0.157,-0.1,0.0,0.968,0.25,0.002,0.0,0.833,0.544,-0.103,-0.002
19,0.19,85,1.7,56.987,5.29,2.943,43.19,1.178,-0.839,80.439,8.74,-0.353,64.507,16.884,-0.524,83.237,3.46,-7.761,-28.671,-0.091,0.052,37.964,10.233,-6.519,0.004,0.0,0.951,0.002,-0.006,0.955,-0.002,0.0,1.001,-0.007,-0.001,0.96,-0.001,-0.006,1.031,0.004,-0.004,0.967,-0.002,-0.006,0.887,-0.126,0.082,-0.166,-0.073,0.311,-0.27,0.028,0.164,-0.433,0.233,0.352,0.071,0.128,0.433,0.491,0.183,0.031,-0.365,0.229,0.288,-0.366,0.905,0.412,0.107,0.001,0.81,0.587,0.013,0.0,0.993,-0.076,0.086,0.0,0.893,0.394,-0.217,-0.002,0.983,-0.158,-0.097,0.001,0.969,0.248,0.001,0.001,0.834,0.542,-0.105,-0.001
20,0.2,86,1.72,57.252,5.488,2.787,43.134,1.121,-0.66,81.004,8.914,-0.338,64.393,16.875,-0.539,83.074,3.391,-7.76,-28.966,-0.192,-0.008,37.747,10.411,-6.944,0.003,-0.001,0.952,0.003,-0.002,0.955,-0.002,-0.004,0.999,0.001,-0.001,0.962,0.0,-0.005,1.026,0.002,0.005,0.976,-0.001,-0.005,0.891,-0.12,0.122,-0.121,-0.079,0.638,-0.247,0.192,0.019,-0.189,0.196,0.224,0.1,-0.04,0.444,0.714,0.304,0.168,-0.36,-0.098,-0.021,-0.134,0.905,0.411,0.109,0.0,0.808,0.588,0.013,0.001,0.993,-0.078,0.087,0.0,0.893,0.394,-0.219,-0.001,0.983,-0.156,-0.099,0.0,0.968,0.25,0.002,0.0,0.833,0.542,-0.107,0.0
21,0.21,86,1.72,56.809,5.464,2.691,43.206,1.001,-0.286,80.552,9.335,-0.261,64.681,17.149,-0.763,83.006,3.378,-7.759,-28.7,-0.342,-0.094,37.962,10.347,-6.797,-0.005,-0.005,0.951,0.005,-0.006,0.955,-0.003,-0.003,1.001,-0.004,0.004,0.961,-0.001,-0.003,1.021,0.003,-0.005,0.976,-0.005,-0.005,0.885,0.057,0.265,-0.105,-0.075,0.464,-0.191,0.297,-0.125,0.066,0.155,0.247,-0.106,0.058,0.507,0.518,0.244,0.138,-0.307,-0.025,-0.078,-0.233,0.905,0.41,0.112,-0.001,0.809,0.587,0.011,0.002,0.993,-0.076,0.088,0.0,0.892,0.396,-0.219,-0.001,0.983,-0.156,-0.096,0.001,0.969,0.248,0.003,0.0,0.834,0.542,-0.105,-0.001
22,0.22,87,1.74,57.127,5.61,2.613,43.173,1.18,-0.836,80.742,8.72,-0.36,64.203,16.864,-0.569,83.053,3.573,-7.716,-28.874,-0.092,0.041,37.991,10.276,-6.632,-0.002,-0.001,0.948,-0.002,-0.003,0.956,0.0,-0.001,0.997,-0.005,-0.007,0.958,-0.001,-0.001,1.025,0.004,-0.005,0.981,0.0,0.002,0.891,0.106,0.084,0.05,-0.072,0.348,-0.154,0.382,0.087,-0.169,0.318,0.088,-0.084,0.21,0.339,0.408,0.183,0.108,-0.253,-0.042,-0.108,-0.155,0.905,0.412,0.11,0.0,0.809,0.588,0.013,0.0,0.993,-0.077,0.086,0.0,0.893,0.394,-0.219,-0.001,0.983,-0.154,-0.099,0.0,0.968,0.249,0.001,0.001,0.833,0.544,-0.106,-0.001
23,0.23,87,1.74,57.722,5.662,2.717,43.592,1.081,-0.519,81.323,8.76,-0.369,63.9,17.103,-0.94,82.711,3.201,-7.767,-28.694,-0.335,-0.095,37.963,10.393,-6.91,-0.001,0.002,0.954,0.002,0.0,0.955,0.001,-0.01,0.999,-0.004,-0.003,0.962,-0.001,0.002,1.026,0.003,-0.006,0.975,-0.001,-0.009,0.878,0.135,0.14,-0.085,-0.072,0.424,-0.115,0.219,0.111,-0.396,0.436,-0.101,-0.129,0.067,0.372,0.498,0.245,0.078,-0.2,-0.165,0.011,-0.089,0.904,0.414,0.11,0.0,0.807,0.59,0.013,0.001,0.993,-0.08,0.085,0.0,0.893,0.392,-0.22,0.0,0.984,-0.153,-0.096,0.0,0.969,0.248,0.003,0.0,0.834,0.542,-0.106,-0.001
24,0.24,88,1.76,57.267,5.848,2.387,43.067,1.047,-0.421,80.884,8.663,-0.379,63.879,17.104,-0.94,82.966,3.797,-7.644,-29.0,-0.283,-0.068,37.719,10.245,-6.559,-0.002,0.0,0.951,0.004,-0.002,0.948,0.004,-0.003,1.002,0.0,-0.008,0.959,0.001,0.0,1.027,0.003,0.001,0.975,-0.005,-0.004,0.886,0.123,0.185,-0.124,-0.011,0.349,-0.155,0.198,0.153,-0.524,0.35,-0.037,-0.213,0.124,0.222,0.232,0.063,0.048,-0.145,-0.122,0.232,-0.183,0.905,0.412,0.111,0.0,0.809,0.588,0.012,0.002,0.994,-0.078,0.083,0.0,0.894,0.39,-0.222,0.001,0.983,-0.155,-0.098,0.0,0.968,0.25,0.003,0.0,0.834,0.543,-0.103,-0.002
25,0.25,88,1.76,57.734,5.685,2.707,42.992,1.095,-0.572,81.344,8.789,-0.372,63.804,17.119,-0.981,82.779,3.582,-7.672,-29.309,-0.254,-0.054,37.564,10.344,-6.794,-0.001,0.003,0.954,0.002,0.002,0.956,-0.002,-0.009,1.006,0.006,-0.002,0.959,0.003,0.005,1.025,0.003,0.005,0.974,-0.003,-0.002,0.889,0.195,0.146,-0.097,-0.009,0.291,-0.137,0.069,0.024,-0.544,0.665,0.165,-0.072,0.36,0.077,0.001,0.184,0.131,-0.17,-0.158,0.171,-0.026,0.904,0.414,0.11,0.0,0.807,0.59,0.013,0.001,0.993,-0.08,0.085,0.0,0.892,0.392,-0.223,0.001,0.983,-0.152,-0.099,0.0,0.967,0.253,0.002,0.0,0.833,0.543,-0.105,-0.001
