molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
10,0.1,76,1.52,79.797,10.569,-5.198,97.793,-5.448,-10.669,104.935,-17.946,-22.524,-2.489,1.704,0.038,85.699,21.098,-18.499,71.223,16.611,-11.482,71.343,10.397,-9.19,0.0,-0.001,0.94,0.001,-0.002,1.013,-0.003,-0.002,1.048,0.002,-0.001,0.997,0.0,-0.001,0.959,0.002,-0.001,0.89,-0.005,0.003,0.952,-0.125,0.187,0.032,0.003,-0.205,-0.777,-0.171,-0.242,-0.588,0.873,0.058,-0.172,0.163,0.569,-0.226,-0.064,0.17,-0.234,0.235,0.023,-0.31,0.882,0.458,0.107,-0.001,0.977,-0.212,0.006,0.0,0.968,-0.239,0.082,0.001,1.0,0.022,-0.015,0.0,0.88,0.442,-0.173,-0.001,0.794,0.579,-0.186,0.001,0.8,0.591,0.108,-0.001
11,0.11,76,1.52,80.308,10.464,-5.019,97.938,-5.628,-10.782,104.403,-17.711,-22.208,-2.705,1.433,0.025,85.137,20.995,-18.188,70.847,16.627,-11.572,70.911,10.393,-9.142,0.004,0.004,0.944,0.0,-0.007,1.01,-0.004,0.0,1.044,0.001,0.002,0.992,-0.004,-0.002,0.956,0.002,-0.007,0.889,-0.006,-0.001,0.949,-0.191,0.145,-0.006,0.127,-0.155,-0.667,0.099,0.077,-0.524,0.382,0.053,-0.063,-0.037,0.739,-0.321,0.068,0.2,-0.214,0.057,0.0,-0.279,0.882,0.46,0.105,0.0,0.977,-0.214,0.006,0.0,0.968,-0.237,0.08,0.0,1.0,0.024,-0.013,0.0,0.881,0.44,-0.173,-0.001,0.795,0.578,-0.185,0.001,0.801,0.589,0.11,-0.002
12,0.12,77,1.54,79.893,10.299,-4.775,97.862,-5.052,-10.512,104.609,-17.505,-22.162,-2.435,1.644,0.034,85.614,21.217,-18.66,70.983,16.48,-11.021,71.297,10.354,-9.048,0.003,0.0,0.945,-0.003,-0.003,1.006,-0.006,-0.004,1.045,0.004,-0.003,1.003,0.003,-0.004,0.962,-0.002,-0.007,0.891,0.001,0.002,0.953,-0.114,0.137,0.066,0.069,0.002,-0.47,0.059,0.081,-0.38,0.016,0.114,-0.07,0.116,0.541,-0.293,0.099,0.236,-0.286,0.155,-0.146,-0.18,0.883,0.458,0.106,0.0,0.977,-0.214,0.009,0.001,0.967,-0.24,0.081,0.0,1.0,0.021,-0.014,0.0,0.88,0.441,-0.175,0.0,0.795,0.578,-0.183,-0.001,0.8,0.59,0.107,-0.001
13,0.13,77,1.54,80.28,10.593,-5.199,97.774,-5.277,-10.595,104.546,-17.491,-22.136,-2.174,1.419,0.024,85.478,21.055,-18.37,71.563,16.585,-11.341,71.27,10.259,-8.731,0.0,0.0,0.948,0.0,-0.004,1.01,-0.004,-0.001,1.045,0.001,-0.002,0.995,-0.002,-0.001,0.964,0.0,0.0,0.893,-0.001,-0.001,0.949,-0.132,0.151,-0.017,-0.171,0.018,-0.139,0.067,0.226,0.03,-0.104,0.056,-0.137,0.116,0.389,-0.174,0.222,0.362,-0.169,0.08,-0.191,-0.285,0.882,0.46,0.107,-0.001,0.977,-0.214,0.006,0.0,0.968,-0.237,0.08,0.0,1.0,0.019,-0.012,0.0,0.88,0.443,-0.174,-0.001,0.794,0.579,-0.183,-0.001,0.801,0.588,0.107,0.0
14,0.14,78,1.56,79.768,10.36,-4.867,97.643,-5.397,-10.623,104.619,-17.517,-22.182,-1.833,1.409,0.024,85.717,21.179,-18.616,71.669,16.615,-11.429,71.787,10.32,-8.985,0.002,-0.001,0.945,-0.001,-0.001,1.007,-0.003,0.001,1.042,-0.001,-0.006,0.991,0.004,-0.003,0.958,-0.001,-0.006,0.887,-0.002,-0.002,0.952,-0.344,0.402,-0.02,0.075,0.093,0.024,0.072,0.425,0.413,0.257,0.048,0.055,0.354,0.587,-0.204,-0.206,0.418,-0.222,0.012,-0.247,0.0,0.883,0.458,0.105,0.0,0.977,-0.212,0.007,0.0,0.967,-0.24,0.08,0.0,1.0,0.016,-0.012,0.0,0.88,0.441,-0.176,0.0,0.795,0.578,-0.184,0.0,0.801,0.589,0.109,-0.002
15,0.15,78,1.56,80.34,10.476,-5.029,97.77,-5.232,-10.572,104.559,-17.55,-22.187,-2.183,1.433,0.025,85.655,21.275,-18.735,71.569,16.623,-11.463,71.25,10.267,-8.757,0.001,0.006,0.949,-0.001,-0.003,1.005,-0.002,0.003,1.041,0.0,0.007,0.996,0.004,-0.001,0.956,0.002,0.002,0.889,-0.001,-0.003,0.951,-0.823,0.693,-0.093,0.137,0.144,0.134,0.151,0.479,0.51,0.683,-0.014,0.064,0.069,0.605,-0.117,0.026,0.441,-0.11,0.082,-0.297,0.007,0.881,0.46,0.106,0.0,0.977,-0.215,0.006,0.0,0.968,-0.237,0.08,0.0,1.0,0.019,-0.013,0.0,0.879,0.443,-0.178,0.001,0.794,0.579,-0.184,0.0,0.802,0.588,0.107,0.0
16,0.16,79,1.58,80.864,10.568,-5.155,98.299,-4.988,-10.562,104.504,-17.1,-21.927,-2.515,1.523,0.031,85.651,20.972,-18.257,71.027,16.512,-11.099,71.163,10.264,-8.742,0.0,0.004,0.943,-0.001,-0.008,1.011,0.001,-0.002,1.043,0.0,0.001,0.995,-0.002,-0.001,0.962,-0.003,-0.005,0.892,0.001,-0.002,0.953,-1.262,0.87,-0.015,-0.047,0.038,0.051,0.285,0.394,0.601,0.131,0.104,0.177,0.079,0.416,-0.046,0.006,0.127,-0.07,0.155,-0.176,0.152,0.881,0.462,0.108,-0.001,0.976,-0.217,0.007,0.0,0.968,-0.239,0.078,0.0,1.0,0.022,-0.013,0.0,0.88,0.442,-0.175,-0.001,0.795,0.579,-0.183,-0.001,0.8,0.59,0.106,0.0
17,0.17,79,1.58,80.437,10.425,-4.954,97.788,-5.273,-10.595,104.934,-17.295,-22.183,-2.302,1.252,0.02,85.777,21.326,-18.826,71.573,16.609,-11.401,71.112,10.228,-8.611,0.005,0.004,0.954,0.001,0.002,1.013,-0.005,-0.004,1.044,-0.002,-0.001,0.991,0.003,-0.002,0.957,-0.004,-0.001,0.895,-0.001,-0.004,0.949,-1.12,0.783,0.03,0.077,0.033,0.186,0.118,0.258,0.353,-0.353,-0.012,0.037,0.06,0.368,-0.012,0.001,0.051,-0.111,0.061,0.065,0.152,0.881,0.461,0.105,0.0,0.977,-0.215,0.006,0.0,0.967,-0.24,0.081,0.0,1.0,0.02,-0.011,0.0,0.88,0.441,-0.178,0.001,0.794,0.58,-0.183,-0.002,0.801,0.588,0.107,-0.001
18,0.18,80,1.6,80.433,10.728,-5.41,98.218,-5.427,-10.746,104.956,-17.273,-22.177,-2.107,1.533,0.031,85.757,20.966,-18.271,71.796,16.627,-11.442,71.601,10.283,-8.837,0.002,0.003,0.946,0.002,-0.006,1.012,-0.002,-0.004,1.045,0.002,-0.007,0.991,-0.002,0.002,0.963,0.004,-0.001,0.888,0.0,0.0,0.95,-0.83,0.537,-0.207,0.075,0.038,0.05,-0.017,0.036,-0.064,-0.048,0.109,0.05,0.231,0.492,-0.075,-0.288,0.031,-0.038,0.113,0.054,0.084,0.882,0.459,0.107,-0.001,0.976,-0.216,0.004,-0.001,0.968,-0.24,0.078,0.0,1.0,0.018,-0.013,0.0,0.879,0.443,-0.175,-0.001,0.793,0.58,-0.185,0.0,0.8,0.59,0.107,0.0
19,0.19,80,1.6,80.346,10.508,-5.081,97.687,-5.241,-10.565,104.485,-17.291,-22.029,-1.778,1.447,0.027,85.544,20.884,-18.086,71.953,16.581,-11.261,71.667,10.226,-8.65,0.002,0.003,0.946,0.002,-0.004,1.007,0.0,0.002,1.044,0.0,-0.009,0.991,-0.002,0.002,0.961,-0.002,-0.003,0.892,0.001,0.0,0.948,-0.693,0.535,-0.147,0.071,-0.033,-0.253,0.164,0.029,-0.092,0.382,-0.191,-0.074,0.174,0.501,-0.094,-0.239,0.114,0.076,-0.042,0.117,-0.045,0.881,0.461,0.106,0.0,0.977,-0.214,0.005,0.0,0.968,-0.237,0.079,0.0,1.0,0.016,-0.013,0.0,0.879,0.444,-0.173,-0.002,0.794,0.58,-0.183,-0.001,0.802,0.589,0.106,0.0
20,0.2,81,1.62,80.37,10.715,-5.386,98.112,-5.642,-10.831,104.577,-17.412,-22.126,-2.122,1.393,0.025,85.844,21.08,-18.472,71.383,16.598,-11.374,71.471,10.3,-8.881,0.001,0.001,0.946,0.003,-0.004,1.011,-0.002,-0.005,1.045,-0.003,-0.002,0.995,0.001,0.0,0.961,-0.002,-0.008,0.886,-0.001,-0.002,0.951,-0.758,0.614,-0.12,0.07,-0.058,-0.309,0.21,0.107,-0.211,0.443,0.053,-0.062,0.222,0.407,-0.089,-0.084,-0.144,-0.194,0.222,0.127,0.045,0.882,0.459,0.107,-0.001,0.976,-0.216,0.003,-0.001,0.968,-0.24,0.08,0.0,1.0,0.019,-0.012,0.0,0.879,0.443,-0.175,-0.001,0.795,0.578,-0.184,-0.001,0.801,0.589,0.108,-0.001
21,0.21,81,1.62,79.807,10.791,-5.498,97.659,-5.96,-10.891,104.48,-17.386,-22.078,-2.468,1.364,0.024,85.439,21.109,-18.407,71.149,16.527,-11.127,70.981,10.379,-9.103,0.0,-0.001,0.951,0.005,0.0,1.008,-0.006,0.001,1.047,-0.002,0.001,0.991,-0.003,-0.001,0.959,-0.004,-0.006,0.888,-0.005,-0.003,0.951,-0.724,0.466,-0.018,0.131,-0.084,-0.365,0.186,-0.086,-0.315,0.378,0.109,0.061,0.165,0.143,-0.051,0.105,-0.127,-0.156,0.16,0.195,0.096,0.883,0.457,0.108,-0.002,0.977,-0.213,0.004,-0.001,0.968,-0.238,0.082,0.001,1.0,0.022,-0.012,0.0,0.88,0.442,-0.173,-0.001,0.795,0.579,-0.182,-0.002,0.801,0.588,0.11,-0.003
22,0.22,82,1.64,80.257,10.653,-5.281,97.775,-5.407,-10.671,104.532,-17.208,-21.995,-2.138,1.27,0.02,85.51,21.005,-18.273,71.753,16.61,-11.367,71.225,10.25,-8.686,-0.001,0.003,0.95,0.001,-0.005,1.012,-0.002,0.002,1.041,-0.003,-0.003,0.996,0.001,0.003,0.961,-0.001,0.002,0.896,-0.003,-0.004,0.946,-0.676,0.521,-0.064,0.129,-0.135,-0.476,0.175,-0.06,-0.396,0.014,-0.132,-0.02,0.184,0.191,-0.084,0.185,0.002,-0.316,0.18,0.08,0.131,0.882,0.459,0.107,-0.001,0.977,-0.215,0.006,0.0,0.968,-0.237,0.079,0.0,1.0,0.019,-0.011,0.0,0.879,0.444,-0.175,-0.001,0.794,0.58,-0.183,-0.002,0.802,0.588,0.107,-0.001
23,0.23,82,1.64,79.846,10.567,-5.152,97.764,-5.6,-10.761,104.797,-17.544,-22.268,-2.429,1.45,0.028,85.6,21.152,-18.526,71.326,16.632,-11.48,71.219,10.32,-8.922,0.003,-0.002,0.947,0.003,-0.002,1.006,-0.003,-0.003,1.045,0.0,0.001,0.996,0.002,-0.004,0.957,-0.003,-0.002,0.892,-0.003,-0.001,0.953,-0.545,0.483,-0.053,0.067,-0.215,-0.505,0.179,-0.168,-0.34,-0.17,-0.013,0.042,-0.093,0.323,-0.163,0.18,-0.084,-0.154,0.227,-0.025,-0.035,0.883,0.458,0.105,0.0,0.977,-0.212,0.004,-0.001,0.968,-0.239,0.08,0.0,1.0,0.021,-0.013,0.0,0.88,0.441,-0.176,0.0,0.794,0.579,-0.185,0.0,0.8,0.59,0.108,-0.001
24,0.24,83,1.66,80.419,10.561,-5.128,97.935,-5.822,-10.898,105.086,-17.05,-22.081,-2.74,1.307,0.021,85.836,21.154,-18.599,71.257,16.623,-11.463,70.737,10.361,-9.022,0.004,-0.001,0.944,0.004,-0.007,1.009,0.001,-0.006,1.045,-0.002,0.002,0.994,0.003,-0.003,0.962,-0.001,-0.001,0.886,-0.004,-0.001,0.944,-0.594,0.308,-0.072,0.19,-0.19,-0.451,0.1,-0.222,-0.437,-0.045,-0.068,-0.08,-0.15,0.211,-0.244,0.246,0.045,0.147,0.194,-0.3,-0.071,0.882,0.46,0.105,0.0,0.977,-0.215,0.004,-0.001,0.967,-0.241,0.078,-0.001,1.0,0.024,-0.011,0.0,0.879,0.441,-0.178,0.001,0.793,0.581,-0.184,-0.001,0.801,0.588,0.11,-0.003
25,0.25,83,1.66,79.941,10.648,-5.259,97.844,-5.636,-10.799,104.809,-17.424,-22.192,-2.671,1.642,0.037,85.419,20.997,-18.249,71.232,16.619,-11.457,71.094,10.416,-9.245,0.002,0.0,0.945,0.001,0.003,1.003,0.003,0.005,1.04,0.003,0.003,0.992,-0.003,-0.002,0.963,0.001,-0.001,0.89,-0.003,0.005,0.949,-0.463,0.39,0.003,0.131,-0.084,-0.365,0.061,-0.217,-0.293,0.197,0.051,-0.007,-0.111,0.123,-0.011,0.189,0.058,0.129,0.057,-0.277,-0.125,0.882,0.459,0.107,-0.001,0.977,-0.213,0.005,-0.001,0.968,-0.238,0.078,0.0,1.0,0.023,-0.014,0.0,0.88,0.442,-0.175,0.0,0.793,0.58,-0.186,0.001,0.8,0.59,0.109,-0.002
