Index,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z
1693,"-0,283","-0,987","-0,089","-1,213","-1,784","0,027","-1,118","-0,940","2,247","3,096","4,001","-1,043","0,015","-0,997","0,027","-0,757","-2,481","2,526","0,739","-1,794","1,952"
1694,"-0,175","-0,109","-0,052","-0,913","-2,048","-0,259","-0,679","-0,169","3,298","1,755","1,992","-1,165","-0,329","-0,696","0,038","-1,168","-3,056","2,369","0,767","-2,168","2,197"
1695,"-0,273","-0,459","-0,091","-0,677","-2,327","-0,872","-0,605","0,417","4,023","1,511","1,262","-1,202","-0,623","-0,915","0,229","-1,415","-3,317","2,338","0,822","-2,285","2,422"
1696,"-0,227","-0,537","0,109","-0,431","-2,419","-0,632","-0,484","0,719","4,331","0,653","0,767","-1,063","-0,440","-1,285","0,475","-0,840","-3,095","2,128","0,581","-2,516","2,658"
1697,"-0,397","-0,266","0,012","-0,424","-2,080","-0,184","-0,546","0,776","4,312","1,508","1,500","-1,070","-0,556","-0,597","0,385","-1,285","-2,828","1,865","0,713","-2,635","2,613"
1698,"-0,441","-0,646","-0,088","-0,239","-1,868","-0,015","-0,148","0,748","3,698","1,578","1,394","-1,439","-0,701","-0,011","0,134","-1,304","-2,445","1,792","0,962","-2,662","2,589"
1699,"-0,497","-0,159","-0,127","0,000","-1,825","-0,507","0,011","0,614","2,765","1,334","1,090","-1,459","-0,690","0,043","0,329","-1,096","-2,115","1,790","0,754","-2,588","2,528"
1700,"-0,510","-0,349","-0,291","0,178","-1,700","-0,969","-0,011","0,486","1,860","1,208","1,021","-1,282","-0,575","-0,128","0,485","-0,649","-1,408","1,511","0,531","-2,305","2,531"
1701,"-0,292","-0,685","-0,304","0,233","-1,600","-1,484","0,137","0,377","0,845","1,015","0,701","-0,934","-0,148","0,120","0,297","-0,362","-0,500","1,059","0,117","-1,880","2,256"
1702,"-0,216","-0,116","-0,268","0,409","-1,581","-2,031","0,546","0,199","-0,458","1,987","1,669","-0,745","-0,016","0,452","0,064","-0,073","0,675","0,380","-0,153","-0,937","2,118"
1703,"-0,515","-0,265","-0,275","0,532","-1,501","-2,003","0,601","0,179","-1,294","1,745","0,515","-0,862","0,108","0,274","-0,008","0,406","2,125","-0,286","-0,635","0,232","1,999"
1704,"-0,762","0,241","-0,004","0,361","-1,151","-1,088","0,800","0,102","-1,986","3,036","-0,687","-1,308","0,164","0,417","-0,108","1,013","3,776","-0,794","-0,529","1,182","1,873"
1705,"-0,704","0,007","-0,145","0,315","-0,614","-0,058","0,781","-0,016","-2,478","2,858","0,052","-1,463","0,384","0,537","0,076","1,284","4,876","-1,053","-0,086","1,769","1,624"
1706,"-0,906","0,075","0,133","0,749","-0,085","0,365","1,038","0,084","-2,437","0,720","0,169","-1,331","0,411","0,821","-0,062","1,230","5,414","-1,322","0,591","1,798","0,878"
1707,"-1,152","0,594","0,094","0,809","0,111","0,207","1,373","0,356","-1,941","0,589","-0,273","-0,988","0,468","1,085","-0,100","0,954","5,374","-1,305","0,783","1,470","0,313"
