Index,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z
474,"0,003","0,034","0,937","0,002","0,019","1,076","-0,005","0,096","1,109","0,000","-0,001","0,991","0,021","0,007","0,903","-0,001","-0,003","0,922","0,001","-0,006","0,986"
475,"-0,007","0,061","0,960","0,008","0,033","1,121","0,044","0,129","1,274","-0,002","-0,012","0,991","0,037","0,099","0,966","-0,009","-0,020","1,007","0,002","-0,018","1,021"
476,"-0,045","0,032","0,956","0,007","0,031","1,115","-0,005","0,067","1,311","-0,004","-0,021","0,985","0,045","0,114","1,011","0,001","-0,056","1,085","-0,012","-0,036","1,043"
477,"-0,004","0,038","0,966","-0,001","0,028","1,119","-0,046","0,057","1,360","0,002","-0,019","0,987","0,037","0,038","0,979","0,015","-0,083","1,136","-0,014","-0,050","1,045"
478,"0,046","0,042","0,956","0,003","0,022","1,136","-0,040","0,121","1,391","0,001","-0,025","0,985","0,058","0,013","1,017","0,002","-0,088","1,145","-0,018","-0,044","1,053"
479,"0,022","0,012","0,960","0,021","0,000","1,128","0,008","0,149","1,316","0,000","-0,051","0,974","0,019","0,065","1,019","-0,039","-0,057","1,142","-0,013","-0,029","1,047"
480,"0,005","0,018","0,982","0,029","0,006","1,136","-0,019","0,101","1,282","0,003","-0,072","0,968","0,031","0,059","0,986","-0,066","-0,037","1,086","-0,012","-0,021","1,046"
481,"0,019","0,020","0,967","0,015","-0,013","1,137","-0,087","-0,019","1,229","0,006","-0,072","0,959","-0,025","0,018","0,968","-0,079","-0,027","1,031","-0,015","-0,039","1,037"
482,"0,024","-0,003","0,953","0,012","-0,006","1,096","-0,087","-0,017","1,134","-0,003","-0,066","0,942","-0,046","-0,029","1,009","-0,076","-0,015","0,960","0,004","-0,047","1,046"
483,"-0,024","-0,023","0,971","0,003","0,008","1,063","-0,042","-0,003","1,026","0,002","0,157","0,923","-0,063","-0,043","1,061","-0,073","0,016","0,906","0,012","-0,053","1,027"
484,"-0,006","-0,018","0,990","0,008","0,023","1,031","-0,033","-0,021","0,934","-0,021","-0,043","0,922","-0,071","-0,126","1,011","-0,073","0,037","0,869","0,014","-0,055","1,028"
485,"0,026","-0,007","1,020","-0,024","0,075","1,049","-0,056","-0,150","0,931","0,005","0,059","0,946","-0,101","-0,163","0,939","-0,053","0,033","0,816","-0,009","-0,071","1,008"
