Frame,ms,footscan Z_L,footscan Z_R
488.0,1928.53,355.06,281.91
489.0,1932.48,355.45,281.34
490.0,1936.43,356.78,281.53
491.0,1940.38,357.55,281.72
492.0,1944.34,357.55,281.72
493.0,1948.29,358.88,282.1
494.0,1952.24,359.27,282.29
495.0,1956.19,359.65,282.49
496.0,1960.14,360.03,283.25
497.0,1964.1,360.22,283.44
498.0,1968.05,360.79,284.59
