Frame,ms,footscan Z_L,footscan Z_R
405.0,1600.52,2.46,2.05
406.0,1604.47,2.46,1.85
407.0,1608.42,2.46,1.85
408.0,1612.38,3.28,1.85
409.0,1616.33,3.69,1.64
410.0,1620.28,4.52,1.44
411.0,1624.23,4.72,1.23
412.0,1628.18,4.93,1.23
413.0,1632.14,5.34,1.23
414.0,1636.09,8.62,0.82
415.0,1640.04,10.26,1.03
416.0,1643.99,12.73,1.23
417.0,1647.94,16.83,2.05
418.0,1651.9,23.4,3.69
419.0,1655.85,31.61,4.52
420.0,1659.8,43.31,8.83
421.0,1663.75,62.4,13.96
422.0,1667.7,85.18,23.6
423.0,1671.66,108.17,35.51
424.0,1675.61,133.01,56.04
425.0,1679.56,152.1,82.1
426.0,1683.51,168.52,111.05
427.0,1687.46,181.04,137.32
428.0,1691.41,198.28,158.25
429.0,1695.37,213.88,171.6
430.0,1699.32,232.97,179.81
431.0,1703.27,251.03,191.3
432.0,1707.22,270.33,201.77
433.0,1711.17,289.62,213.47
434.0,1715.13,311.79,224.14
435.0,1719.08,333.96,239.33
436.0,1723.03,354.28,254.11
437.0,1726.98,373.78,268.68
438.0,1730.93,394.51,284.49
439.0,1734.89,412.16,299.06
440.0,1738.84,427.76,313.43
441.0,1742.79,440.9,323.69
442.0,1746.74,455.26,333.75
443.0,1750.69,465.32,344.83
444.0,1754.65,477.43,353.05
445.0,1758.6,486.87,362.28
446.0,1762.55,496.11,367.82
447.0,1766.5,504.32,375.01
448.0,1770.45,512.53,382.81
449.0,1774.4,519.72,387.94
450.0,1778.36,527.31,394.1
451.0,1782.31,532.03,398.2
452.0,1786.26,534.29,402.31
453.0,1790.21,533.26,408.88
454.0,1794.16,537.98,414.42
455.0,1798.12,535.73,416.06
456.0,1802.07,538.6,421.81
457.0,1806.02,540.65,427.55
458.0,1809.97,540.86,432.48
459.0,1813.92,540.45,434.33
460.0,1817.88,541.06,440.49
461.0,1821.83,542.91,444.59
462.0,1825.78,543.53,448.9
463.0,1829.73,545.17,453.21
464.0,1833.68,546.19,453.62
465.0,1837.64,546.6,458.96
466.0,1841.59,550.91,462.45
467.0,1845.54,549.27,464.09
468.0,1849.49,554.4,467.37
469.0,1853.44,553.38,470.66
470.0,1857.39,555.84,470.86
471.0,1861.35,555.23,475.58
472.0,1865.3,559.33,478.46
473.0,1869.25,560.97,479.69
474.0,1873.2,562.41,481.74
475.0,1877.15,563.64,484.41
476.0,1881.11,565.28,484.82
477.0,1885.06,565.69,486.87
478.0,1889.01,567.54,488.52
479.0,1892.96,570.62,490.16
480.0,1896.91,570.41,491.18
481.0,1900.87,571.44,497.34
482.0,1904.82,570.82,497.55
483.0,1908.77,572.67,499.6
484.0,1912.72,571.85,500.83
485.0,1916.67,574.93,502.88
486.0,1920.63,576.37,503.91
487.0,1924.58,578.83,504.12
488.0,1928.53,579.04,503.5
489.0,1932.48,577.6,503.91
490.0,1936.43,578.01,503.09
491.0,1940.38,582.73,502.47
492.0,1944.34,581.91,500.01
493.0,1948.29,581.91,497.96
494.0,1952.24,579.04,495.29
495.0,1956.19,581.29,493.85
496.0,1960.14,582.94,497.14
497.0,1964.1,585.19,494.06
