Frame,ms,footscan Z_L,footscan Z_R
449.0,1774.4,634.61,678.53
450.0,1778.36,633.74,672.04
451.0,1782.31,630.93,675.5
452.0,1786.26,631.15,673.77
453.0,1790.21,627.25,673.77
454.0,1794.16,632.66,673.12
455.0,1798.12,635.26,672.69
456.0,1802.07,633.74,669.44
457.0,1806.02,628.77,663.39
458.0,1809.97,628.77,664.9
459.0,1813.92,628.77,660.57
460.0,1817.88,627.04,658.84
461.0,1821.83,629.2,658.84
462.0,1825.78,629.85,655.6
463.0,1829.73,629.63,654.73
464.0,1833.68,630.28,652.35
465.0,1837.64,628.33,651.05
466.0,1841.59,631.58,648.46
467.0,1845.54,628.55,639.59
468.0,1849.49,628.33,636.77
469.0,1853.44,630.93,631.15
470.0,1857.39,629.2,626.6
471.0,1861.35,628.98,623.57
472.0,1865.3,631.36,616.87
473.0,1869.25,631.15,612.32
474.0,1873.2,633.09,604.75
475.0,1877.15,632.45,600.21
476.0,1881.11,633.53,594.15
477.0,1885.06,633.96,589.39
478.0,1889.01,635.47,580.3
479.0,1892.96,637.64,575.11
480.0,1896.91,637.42,570.13
481.0,1900.87,636.34,560.61
482.0,1904.82,637.42,555.2
483.0,1908.77,638.72,548.28
484.0,1912.72,638.5,540.27
485.0,1916.67,638.29,533.56
486.0,1920.63,638.72,527.07
487.0,1924.58,642.61,520.15
488.0,1928.53,641.97,514.09
489.0,1932.48,641.1,507.38
490.0,1936.43,640.02,500.68
491.0,1940.38,640.02,490.29
492.0,1944.34,639.37,485.96
493.0,1948.29,640.67,476.88
494.0,1952.24,639.15,471.9
495.0,1956.19,640.67,464.98
496.0,1960.14,640.02,458.27
497.0,1964.1,643.05,460.65
498.0,1968.05,644.99,456.97
