molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
596,5.96,369,7.38,-8.651,-5.88,-6.677,-78.529,9.84,-3.293,-76.283,14.542,-6.59,31.709,-4.686,-3.999,-5.492,-8.984,-8.934,-36.309,-9.579,-4.687,-36.332,-16.904,-2.951,0.103,0.005,0.972,-0.091,0.017,1.07,-0.061,-0.299,1.235,-0.009,-0.408,0.215,-0.254,-0.076,0.909,-0.115,-1.092,-0.225,0.122,-0.868,0.14,-13.1,-8.117,7.114,-80.035,21.786,9.461,-76.925,-2.715,1.617,-66.706,-4.632,-14.543,-26.51,16.241,-3.231,139.078,-96.065,33.797,177.313,11.075,-23.192,1.0,0.012,-0.023,0.004,0.994,0.083,0.033,0.06,0.994,0.057,-0.052,-0.071,0.96,-0.274,0.03,-0.045,0.999,0.017,0.028,0.006,0.823,-0.55,0.134,-0.046,0.825,-0.556,-0.094,0.028
597,5.97,369,7.38,-7.976,-6.12,-6.67,-75.943,10.312,-2.886,-73.947,14.622,-5.428,32.22,-4.692,-4.09,-4.985,-8.948,-8.783,-34.43,-8.597,-4.936,-33.965,-16.868,-2.59,0.104,0.082,0.93,-0.062,0.095,1.115,-0.065,-0.213,1.125,-0.043,-0.35,0.258,-0.196,-0.054,0.977,-0.066,-1.148,-0.199,0.147,-0.921,0.213,-14.16,-5.927,7.262,-77.387,17.586,2.895,-70.363,4.418,15.888,-47.823,-3.517,-13.511,-22.712,1.781,-2.153,131.756,-104.4,34.714,176.102,17.755,-29.509,1.0,0.011,-0.023,0.005,0.995,0.076,0.034,0.061,0.995,0.051,-0.051,-0.069,0.959,-0.278,0.029,-0.046,0.999,0.015,0.028,0.006,0.831,-0.541,0.127,-0.04,0.834,-0.544,-0.094,0.027
598,5.98,370,7.4,-7.349,-6.245,-6.615,-73.488,10.77,-2.432,-71.727,14.603,-4.474,32.705,-4.719,-4.132,-4.391,-8.802,-8.488,-32.624,-7.693,-5.123,-31.746,-16.728,-2.355,0.008,0.079,0.913,-0.088,0.071,1.091,0.099,0.022,1.04,-0.068,-0.288,0.29,-0.07,0.085,0.97,-0.04,-1.18,-0.122,0.068,-1.027,0.103,-16.405,0.63,7.374,-72.57,15.541,-1.601,-65.503,7.858,28.079,-45.803,-2.244,-9.068,-18.357,-7.76,-2.458,126.439,-97.913,30.997,165.674,24.987,-34.254,1.0,0.01,-0.023,0.005,0.995,0.069,0.035,0.061,0.995,0.045,-0.05,-0.067,0.958,-0.283,0.029,-0.046,0.999,0.014,0.028,0.006,0.838,-0.532,0.121,-0.035,0.842,-0.532,-0.093,0.024
599,5.99,370,7.4,-6.827,-6.363,-6.559,-71.246,11.167,-1.994,-69.643,14.53,-3.983,33.262,-4.77,-4.139,-3.892,-8.634,-8.079,-30.734,-7.151,-5.183,-29.628,-16.567,-2.168,0.002,0.013,0.953,-0.185,-0.037,0.934,0.211,0.079,0.993,-0.055,-0.284,0.287,0.005,0.07,0.925,0.018,-1.131,-0.155,-0.047,-1.08,-0.195,-17.53,-0.571,6.111,-66.983,14.371,-3.155,-60.774,12.83,33.837,-53.018,-0.179,-5.994,-19.895,-4.645,-8.481,130.32,-62.341,20.27,150.264,25.553,-30.629,1.0,0.009,-0.023,0.006,0.995,0.063,0.036,0.061,0.996,0.039,-0.049,-0.064,0.956,-0.287,0.03,-0.046,1.0,0.012,0.027,0.005,0.844,-0.522,0.117,-0.032,0.849,-0.52,-0.092,0.022
600,6.0,371,7.42,-6.364,-6.547,-6.639,-69.244,11.419,-1.616,-67.545,14.375,-3.75,34.007,-4.839,-4.13,-3.384,-8.412,-7.778,-28.56,-6.972,-5.079,-27.467,-16.509,-1.849,0.078,-0.093,0.895,-0.261,-0.332,0.803,0.271,-0.181,0.986,-0.023,-0.341,0.245,-0.011,0.028,0.951,0.152,-1.085,-0.143,0.017,-1.001,-0.1,-10.658,-3.355,2.808,-58.738,15.06,7.879,-57.1,14.835,18.746,-71.513,1.322,-5.438,-13.597,-5.322,-11.801,143.082,-26.4,4.649,136.93,14.555,-12.9,1.0,0.007,-0.023,0.006,0.996,0.058,0.037,0.062,0.996,0.034,-0.048,-0.063,0.954,-0.293,0.03,-0.047,1.0,0.011,0.026,0.004,0.851,-0.512,0.115,-0.032,0.855,-0.51,-0.092,0.022
601,6.01,371,7.42,-5.815,-6.671,-6.794,-67.497,11.479,-1.412,-65.521,14.038,-3.403,34.923,-4.906,-4.11,-2.887,-8.233,-7.684,-26.239,-6.856,-4.802,-25.299,-16.554,-1.333,0.134,-0.193,0.863,-0.256,-0.519,0.667,0.307,-0.391,0.885,-0.003,-0.388,0.186,-0.152,-0.093,0.881,0.286,-1.052,0.044,0.126,-0.845,-0.029,3.463,3.223,-2.128,-52.713,14.331,12.285,-54.55,15.999,-7.003,-88.468,0.168,-5.566,-4.829,-4.48,-16.135,141.134,-20.209,-13.604,121.415,1.868,11.09,1.0,0.007,-0.023,0.006,0.996,0.053,0.038,0.063,0.996,0.029,-0.046,-0.064,0.952,-0.301,0.03,-0.047,1.0,0.011,0.026,0.002,0.857,-0.502,0.112,-0.033,0.86,-0.502,-0.091,0.023
602,6.02,372,7.44,-5.142,-6.651,-6.879,-65.764,11.436,-1.161,-63.561,13.628,-3.059,35.944,-4.95,-4.086,-2.376,-7.976,-7.772,-23.874,-6.863,-4.438,-23.05,-16.39,-0.825,0.167,-0.151,0.973,-0.081,-0.289,0.562,0.192,-0.377,0.794,0.021,-0.43,0.187,-0.233,-0.188,0.984,0.161,-0.876,0.243,0.206,-0.704,0.018,14.701,15.625,-8.685,-50.55,9.788,0.855,-56.579,16.451,-22.647,-98.765,-2.614,-6.14,-4.169,-10.578,-13.514,136.041,-8.982,-24.765,118.402,19.361,9.861,1.0,0.009,-0.022,0.005,0.996,0.048,0.038,0.064,0.997,0.024,-0.045,-0.066,0.949,-0.31,0.03,-0.047,1.0,0.01,0.026,0.001,0.863,-0.492,0.11,-0.036,0.865,-0.493,-0.089,0.024
603,6.03,372,7.44,-4.395,-6.524,-6.729,-63.818,11.415,-0.785,-61.529,13.419,-2.864,36.906,-4.951,-4.083,-1.774,-7.677,-7.998,-21.461,-7.117,-4.115,-20.704,-15.921,-0.489,0.1,-0.029,1.035,0.199,0.245,0.7,0.062,-0.128,0.843,0.031,-0.475,0.235,-0.092,-0.091,1.0,0.015,-0.741,0.184,0.343,-0.668,0.239,18.388,22.105,-8.271,-55.773,5.834,-21.6,-55.887,7.264,-27.414,-92.632,-6.338,-7.544,4.705,-23.022,-3.694,149.573,11.779,-22.939,131.702,46.7,-12.161,1.0,0.01,-0.02,0.004,0.996,0.043,0.038,0.062,0.997,0.019,-0.044,-0.069,0.947,-0.317,0.03,-0.047,1.0,0.01,0.024,0.001,0.869,-0.481,0.109,-0.04,0.871,-0.483,-0.086,0.022
604,6.04,373,7.46,-3.615,-6.391,-6.449,-61.588,11.479,-0.32,-59.449,13.444,-3.092,37.63,-4.885,-4.112,-1.1,-7.385,-8.071,-19.165,-7.711,-3.843,-18.377,-15.272,-0.223,-0.089,0.022,0.993,0.327,0.429,1.258,-0.007,0.142,0.943,0.052,-0.484,0.334,0.038,0.017,0.959,-0.108,-0.644,0.302,0.371,-0.682,0.512,14.433,20.701,-4.595,-59.352,9.502,-31.47,-57.985,1.169,-9.468,-68.642,-10.937,-8.455,9.624,-23.744,-0.831,164.294,40.067,-19.126,150.611,59.403,-26.019,1.0,0.011,-0.018,0.004,0.997,0.038,0.039,0.06,0.997,0.014,-0.043,-0.07,0.945,-0.323,0.029,-0.048,1.0,0.011,0.021,0.001,0.875,-0.469,0.111,-0.045,0.878,-0.471,-0.082,0.019
605,6.05,373,7.46,-2.779,-6.266,-5.943,-59.353,11.327,-0.146,-57.284,13.598,-3.532,37.992,-4.732,-4.152,-0.272,-7.188,-8.067,-17.193,-8.525,-3.533,-16.406,-14.595,0.17,-0.036,0.143,0.935,0.099,0.336,1.464,0.061,-0.024,1.084,0.07,-0.416,0.564,0.106,-0.009,0.953,-0.035,-0.703,0.221,0.056,-0.749,0.695,15.633,13.743,0.001,-60.385,0.538,-48.613,-59.259,-1.092,-1.149,-35.495,-15.299,-4.965,18.197,-18.579,1.208,169.06,56.177,-19.076,151.267,51.92,-14.913,1.0,0.013,-0.017,0.004,0.997,0.033,0.039,0.056,0.997,0.009,-0.043,-0.07,0.944,-0.326,0.027,-0.048,1.0,0.012,0.019,0.001,0.881,-0.456,0.114,-0.05,0.884,-0.46,-0.079,0.017
606,6.06,374,7.48,-2.06,-6.204,-5.474,-57.349,11.009,-0.251,-55.18,13.683,-4.113,38.165,-4.561,-4.138,0.515,-7.06,-7.88,-15.415,-9.315,-3.146,-14.786,-14.104,0.653,0.11,0.105,0.855,-0.108,0.139,1.098,0.204,-0.024,0.948,0.092,-0.379,0.787,0.001,-0.074,0.993,-0.061,-0.71,0.327,-0.123,-0.774,0.947,10.08,2.029,1.145,-57.693,-11.047,-43.899,-56.051,11.888,16.697,-18.57,-17.075,0.837,21.632,-5.434,0.78,166.646,52.34,-17.552,138.25,29.312,6.128,1.0,0.014,-0.017,0.004,0.998,0.028,0.038,0.052,0.997,0.004,-0.041,-0.069,0.943,-0.328,0.026,-0.047,1.0,0.014,0.019,0.001,0.887,-0.443,0.116,-0.055,0.89,-0.449,-0.076,0.017
607,6.07,374,7.48,-1.433,-6.023,-5.17,-55.342,10.769,-0.217,-52.981,13.722,-4.702,38.672,-4.443,-4.048,1.401,-6.873,-7.603,-13.266,-10.043,-2.735,-12.933,-13.733,1.047,0.146,0.042,1.03,-0.144,0.06,0.854,0.131,-0.05,0.93,0.119,-0.363,0.763,-0.02,-0.06,1.011,-0.18,-0.637,0.594,0.073,-0.794,0.779,-6.036,14.523,9.65,-65.403,-10.557,-20.624,-60.128,21.606,26.59,-52.068,-13.942,6.015,25.726,-1.245,1.916,162.841,48.023,-13.401,129.767,18.265,7.336,1.0,0.013,-0.016,0.005,0.998,0.023,0.037,0.05,0.997,-0.001,-0.039,-0.067,0.942,-0.332,0.025,-0.046,1.0,0.016,0.019,0.001,0.893,-0.43,0.119,-0.06,0.895,-0.439,-0.074,0.018
608,6.08,375,7.5,-0.772,-5.891,-5.207,-53.273,10.817,0.225,-50.845,13.715,-5.344,39.819,-4.414,-3.85,2.305,-6.611,-7.303,-10.491,-10.73,-2.214,-10.424,-13.397,1.202,0.086,0.074,0.984,-0.116,0.199,0.823,0.096,0.089,1.077,0.12,-0.311,0.505,0.047,0.012,0.97,-0.232,-0.627,0.711,0.475,-0.772,0.378,-3.265,24.232,7.946,-69.583,7.565,11.315,-62.972,25.454,30.78,-115.49,-8.554,12.702,27.721,-0.417,2.993,159.185,48.592,-15.308,136.976,20.155,-6.057,1.0,0.013,-0.014,0.006,0.998,0.017,0.037,0.051,0.997,-0.007,-0.037,-0.064,0.939,-0.341,0.025,-0.045,1.0,0.018,0.018,0.001,0.898,-0.418,0.121,-0.064,0.901,-0.428,-0.072,0.017
609,6.09,375,7.5,-0.056,-5.977,-5.509,-51.073,11.132,0.926,-48.749,13.598,-5.874,41.198,-4.422,-3.592,3.207,-6.34,-6.962,-7.54,-11.273,-1.623,-7.622,-13.104,1.249,0.127,0.131,0.858,-0.07,0.078,0.895,0.052,0.116,1.162,0.086,-0.304,0.297,0.051,0.049,0.976,-0.214,-0.733,0.552,0.728,-0.737,0.363,-0.887,24.046,4.02,-74.893,29.896,33.975,-64.336,30.057,27.967,-135.916,-5.817,17.167,25.95,5.373,-4.93,155.196,36.863,-17.519,143.589,18.012,-12.258,1.0,0.013,-0.012,0.006,0.998,0.01,0.039,0.055,0.997,-0.012,-0.034,-0.062,0.934,-0.353,0.025,-0.043,1.0,0.021,0.018,0.001,0.903,-0.405,0.123,-0.069,0.906,-0.417,-0.071,0.016
610,6.1,376,7.52,0.643,-6.019,-5.872,-48.908,11.362,1.884,-46.625,13.313,-5.96,42.49,-4.461,-3.317,4.087,-6.156,-6.734,-4.703,-11.404,-1.034,-5.008,-12.593,1.179,0.086,0.204,0.937,0.019,0.054,1.008,0.113,0.079,1.208,0.025,-0.363,0.205,-0.02,0.142,1.009,-0.361,-0.814,0.5,0.434,-0.692,0.368,-4.018,34.081,-1.255,-72.093,40.131,35.097,-65.074,29.936,13.236,-125.932,-3.413,18.022,22.659,8.84,-8.989,150.554,2.075,-13.398,135.488,44.466,-17.825,1.0,0.013,-0.009,0.006,0.997,0.004,0.042,0.058,0.998,-0.017,-0.031,-0.061,0.931,-0.363,0.026,-0.041,1.0,0.023,0.019,0.0,0.908,-0.394,0.122,-0.071,0.911,-0.406,-0.069,0.014
