molab_frame,molab_time,video_frame,video_time,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
616,6.16,402,8.04,-62.546,5.425,2.531,43.506,5.818,-0.38,-63.148,0.959,-0.819,-20.318,-11.083,-2.654,2.599,-1.737,-4.911,3.586,-3.497,-6.415,-18.932,-2.249,6.014,0.034,0.015,1.026,0.022,-0.744,0.473,0.089,0.144,1.007,-0.078,-0.892,0.358,0.039,0.051,0.945,0.004,0.061,0.946,0.211,-0.843,0.366,-31.884,-6.045,-12.468,-73.435,9.044,-1.452,-46.211,1.047,3.788,78.613,15.917,-6.699,13.403,-3.469,-1.01,6.425,-3.869,1.041,100.334,-9.405,-10.896,0.998,-0.009,-0.023,-0.065,0.928,-0.37,-0.048,0.016,0.998,0.002,0.007,0.067,0.85,-0.525,0.044,-0.024,0.999,0.026,-0.005,0.024,1.0,0.024,0.004,-0.008,0.851,-0.52,-0.04,0.062
617,6.17,402,8.04,-61.427,5.497,2.411,44.258,5.724,-0.445,-61.581,1.15,-0.844,-18.702,-11.282,-2.328,3.162,-1.75,-4.921,3.894,-3.556,-6.532,-17.057,-2.329,5.89,0.085,0.053,1.004,0.027,-0.72,0.474,-0.035,0.172,0.93,-0.067,-0.934,0.419,-0.048,0.063,0.948,-0.006,0.037,0.976,0.229,-0.863,0.46,-31.695,-5.784,-12.232,-72.034,8.635,0.525,-48.053,1.039,0.76,87.881,23.755,-12.653,10.743,-2.072,-0.365,5.881,-1.839,0.003,111.892,-10.067,-10.086,0.997,-0.012,-0.023,-0.066,0.925,-0.376,-0.048,0.015,0.998,-0.002,0.007,0.067,0.853,-0.519,0.045,-0.027,0.999,0.027,-0.005,0.024,1.0,0.024,0.004,-0.008,0.856,-0.512,-0.041,0.062
618,6.18,403,8.06,-60.225,5.585,2.311,45.031,5.645,-0.475,-59.982,1.311,-0.872,-16.98,-11.532,-1.92,3.759,-1.855,-4.974,4.278,-3.65,-6.709,-15.19,-2.397,5.83,0.085,0.039,0.987,0.039,-0.694,0.474,-0.076,-0.084,0.897,-0.019,-0.972,0.382,-0.036,0.025,0.936,0.03,0.078,0.948,0.208,-0.936,0.421,-32.485,-8.605,-18.185,-74.205,7.136,4.16,-48.38,3.602,4.956,95.655,27.274,-14.796,10.726,-6.754,-0.889,7.42,-0.797,0.518,110.221,-10.819,-1.321,0.997,-0.014,-0.024,-0.068,0.923,-0.382,-0.047,0.015,0.998,-0.007,0.007,0.067,0.857,-0.512,0.046,-0.029,0.999,0.028,-0.006,0.023,1.0,0.025,0.004,-0.008,0.861,-0.503,-0.041,0.063
619,6.19,403,8.06,-59.045,5.701,2.342,45.825,5.579,-0.496,-58.505,1.376,-0.728,-15.306,-11.719,-1.541,4.339,-2.05,-5.085,4.665,-3.805,-6.939,-13.438,-2.312,5.798,0.099,-0.053,1.012,0.065,-0.68,0.477,-0.029,-0.11,0.888,0.004,-0.961,0.267,0.021,0.03,0.946,0.02,0.041,0.973,0.177,-0.948,0.319,-32.174,-10.985,-23.982,-76.208,6.158,5.575,-47.063,6.654,10.54,88.447,20.486,-12.464,12.003,-9.576,-1.478,7.195,2.315,0.424,99.471,4.056,1.535,0.997,-0.017,-0.025,-0.07,0.92,-0.389,-0.047,0.015,0.998,-0.011,0.008,0.068,0.861,-0.505,0.047,-0.032,0.999,0.028,-0.006,0.023,1.0,0.026,0.004,-0.008,0.865,-0.496,-0.04,0.063
620,6.2,404,8.08,-57.922,5.827,2.527,46.664,5.522,-0.504,-57.112,1.363,-0.289,-13.648,-11.831,-1.225,4.931,-2.247,-5.231,5.026,-4.031,-7.217,-11.752,-1.979,5.662,0.056,-0.069,1.039,0.096,-0.709,0.514,0.074,-0.139,0.966,-0.037,-0.922,0.231,0.058,0.048,0.947,-0.016,0.03,0.971,0.151,-0.887,0.256,-30.502,-13.23,-29.162,-80.852,5.537,7.675,-47.459,7.89,14.631,81.751,12.159,-6.556,11.043,-8.44,-1.193,8.049,4.887,0.333,90.903,28.57,-7.285,0.997,-0.02,-0.026,-0.073,0.917,-0.395,-0.046,0.015,0.997,-0.015,0.008,0.07,0.864,-0.499,0.047,-0.033,0.999,0.029,-0.007,0.023,1.0,0.026,0.004,-0.008,0.869,-0.489,-0.038,0.062
621,6.21,404,8.08,-56.756,5.944,2.777,47.573,5.465,-0.511,-55.762,1.313,0.367,-11.869,-11.894,-0.937,5.478,-2.407,-5.367,5.446,-4.243,-7.496,-10.032,-1.457,5.401,0.026,-0.064,1.034,0.114,-0.705,0.552,0.115,-0.026,1.05,-0.096,-0.901,0.282,0.082,0.07,0.96,-0.011,0.074,0.948,0.14,-0.835,0.264,-30.634,-13.525,-29.517,-88.093,6.073,8.997,-47.312,8.178,14.187,86.477,7.274,-2.69,8.253,-5.83,-0.516,8.658,5.858,0.486,89.07,48.237,-18.434,0.997,-0.023,-0.027,-0.075,0.914,-0.403,-0.045,0.015,0.997,-0.02,0.008,0.071,0.868,-0.493,0.047,-0.034,0.999,0.03,-0.008,0.023,1.0,0.027,0.005,-0.008,0.873,-0.483,-0.035,0.058
622,6.22,405,8.1,-55.528,6.038,2.924,48.547,5.4,-0.506,-54.353,1.236,1.0,-9.958,-11.975,-0.568,6.002,-2.445,-5.424,5.826,-4.414,-7.723,-8.164,-0.89,5.087,0.03,-0.172,1.064,0.111,-0.707,0.559,0.042,0.018,1.07,-0.148,-0.912,0.313,-0.036,0.092,0.93,0.003,0.047,0.977,0.106,-0.85,0.305,-30.222,-11.747,-24.075,-94.734,6.973,10.966,-46.779,6.686,6.581,92.417,9.837,-8.015,6.206,-1.066,0.291,8.116,6.038,0.242,97.682,52.944,-21.539,0.996,-0.026,-0.028,-0.077,0.911,-0.41,-0.045,0.015,0.997,-0.023,0.008,0.072,0.872,-0.486,0.048,-0.035,0.999,0.031,-0.008,0.023,1.0,0.028,0.005,-0.008,0.877,-0.476,-0.031,0.055
623,6.23,405,8.1,-54.299,6.096,2.968,49.56,5.313,-0.482,-52.826,1.186,1.483,-7.972,-12.077,-0.082,6.527,-2.575,-5.474,6.165,-4.644,-7.941,-6.143,-0.445,4.845,0.006,-0.19,1.08,0.105,-0.714,0.545,-0.087,-0.114,1.031,-0.126,-0.965,0.341,-0.072,0.07,0.941,-0.043,0.032,0.98,0.044,-0.901,0.389,-28.358,-12.53,-23.142,-98.515,9.047,12.984,-43.894,8.231,5.972,95.611,15.005,-16.349,6.049,-4.521,-0.286,7.277,6.003,0.649,107.979,42.29,-12.136,0.996,-0.029,-0.028,-0.08,0.907,-0.419,-0.044,0.016,0.997,-0.027,0.009,0.072,0.876,-0.479,0.048,-0.037,0.999,0.031,-0.008,0.023,1.0,0.028,0.006,-0.008,0.882,-0.468,-0.028,0.052
624,6.24,406,8.12,-53.093,6.098,3.021,50.569,5.205,-0.449,-51.326,1.079,1.866,-5.985,-12.1,0.449,7.005,-2.772,-5.539,6.499,-4.854,-8.166,-4.112,-0.078,4.695,-0.066,-0.119,1.043,0.101,-0.708,0.522,-0.032,-0.244,0.985,-0.061,-0.982,0.332,0.011,0.057,0.936,-0.082,0.068,0.937,-0.015,-0.979,0.431,-27.426,-13.873,-22.78,-98.19,11.212,13.653,-39.509,11.352,7.234,95.83,10.802,-19.294,6.775,-10.151,-0.692,6.429,3.438,1.978,108.796,36.703,-2.248,0.996,-0.032,-0.029,-0.082,0.903,-0.427,-0.043,0.016,0.997,-0.031,0.009,0.073,0.879,-0.472,0.048,-0.04,0.999,0.032,-0.009,0.023,1.0,0.029,0.006,-0.007,0.886,-0.46,-0.025,0.051
625,6.25,406,8.12,-51.944,6.091,3.051,51.584,5.092,-0.41,-49.964,0.908,2.358,-4.049,-12.057,0.924,7.455,-3.039,-5.635,6.828,-4.984,-8.306,-2.187,0.366,4.527,-0.078,-0.157,1.049,0.084,-0.729,0.494,0.085,-0.282,1.029,-0.102,-0.917,0.357,0.107,0.069,0.944,-0.074,0.068,0.932,-0.007,-0.999,0.381,-26.605,-11.449,-14.045,-98.621,11.277,13.642,-36.852,13.225,10.509,89.959,5.677,-15.128,6.448,-9.803,-1.303,5.125,-1.259,1.897,98.03,46.71,-3.083,0.996,-0.034,-0.03,-0.083,0.9,-0.435,-0.042,0.016,0.997,-0.035,0.01,0.074,0.883,-0.465,0.047,-0.042,0.999,0.032,-0.01,0.023,1.0,0.029,0.007,-0.007,0.89,-0.453,-0.021,0.049
626,6.26,407,8.14,-50.848,6.104,3.019,52.616,5.003,-0.37,-48.662,0.701,3.003,-2.159,-12.02,1.326,7.863,-3.223,-5.699,7.164,-5.05,-8.346,-0.289,0.98,4.228,-0.042,-0.164,1.058,0.069,-0.727,0.457,0.122,-0.218,1.078,-0.165,-0.864,0.438,0.128,0.067,0.944,-0.037,0.062,0.966,0.119,-0.953,0.45,-26.47,-9.064,-3.879,-100.19,8.656,13.365,-34.718,12.265,6.719,83.537,4.156,-10.697,4.513,-3.906,-1.777,4.291,-4.383,1.871,94.267,63.354,-14.374,0.995,-0.037,-0.03,-0.083,0.896,-0.443,-0.041,0.016,0.996,-0.038,0.011,0.074,0.886,-0.459,0.047,-0.043,0.999,0.033,-0.011,0.023,1.0,0.03,0.007,-0.007,0.894,-0.446,-0.017,0.046
627,6.27,407,8.14,-49.74,6.105,2.962,53.641,4.941,-0.324,-47.394,0.435,3.617,-0.252,-11.972,1.721,8.248,-3.286,-5.673,7.467,-5.067,-8.339,1.597,1.673,3.877,-0.004,-0.122,1.055,0.061,-0.696,0.433,0.038,-0.13,1.07,-0.123,-0.85,0.472,0.056,0.069,0.949,-0.103,0.063,0.958,0.107,-0.908,0.439,-25.451,-8.7,1.257,-99.492,5.95,13.806,-32.527,9.629,-3.043,86.052,1.525,-9.199,2.99,3.757,-1.971,1.835,-7.651,2.025,93.785,69.689,-18.46,0.995,-0.039,-0.03,-0.083,0.892,-0.451,-0.04,0.017,0.996,-0.041,0.011,0.074,0.889,-0.453,0.047,-0.044,0.999,0.033,-0.01,0.023,1.0,0.03,0.006,-0.007,0.897,-0.439,-0.012,0.041
628,6.28,408,8.16,-48.549,6.06,2.988,54.659,4.892,-0.286,-46.154,0.164,4.131,1.71,-11.821,2.088,8.624,-3.333,-5.611,7.773,-5.028,-8.321,3.478,2.337,3.576,0.025,-0.123,1.05,0.05,-0.656,0.423,-0.055,-0.212,1.055,-0.077,-0.848,0.51,0.029,0.071,0.955,-0.039,0.06,0.94,0.003,-0.859,0.437,-25.533,-7.999,2.58,-98.766,4.679,12.728,-29.145,8.561,-6.541,93.02,-8.272,-5.713,1.842,6.308,-2.098,0.548,-12.805,2.297,93.36,65.696,-14.519,0.995,-0.041,-0.031,-0.083,0.888,-0.459,-0.039,0.017,0.996,-0.044,0.012,0.073,0.893,-0.446,0.045,-0.044,0.999,0.034,-0.01,0.022,1.0,0.03,0.005,-0.007,0.901,-0.432,-0.007,0.038
629,6.29,408,8.16,-47.277,6.02,3.107,55.677,4.837,-0.254,-44.877,-0.116,4.661,3.73,-11.595,2.41,8.936,-3.412,-5.608,8.052,-4.927,-8.329,5.42,2.988,3.313,0.06,-0.103,1.046,0.035,-0.625,0.391,-0.074,-0.121,0.995,-0.087,-0.839,0.516,0.076,0.06,0.94,-0.014,0.037,0.994,-0.113,-0.804,0.444,-26.028,-8.245,0.444,-98.812,5.045,11.557,-28.526,10.046,-1.274,99.193,-14.027,-1.385,0.123,7.95,-2.966,-0.323,-16.621,2.482,98.744,64.477,-11.634,0.995,-0.044,-0.031,-0.083,0.884,-0.466,-0.038,0.018,0.996,-0.047,0.013,0.073,0.897,-0.438,0.044,-0.044,0.999,0.034,-0.01,0.022,1.0,0.03,0.004,-0.007,0.905,-0.425,-0.002,0.035
630,6.3,409,8.18,-46.009,5.997,3.314,56.69,4.766,-0.218,-43.581,-0.432,5.133,5.781,-11.289,2.714,9.223,-3.356,-5.631,8.352,-4.891,-8.369,7.434,3.576,3.085,0.081,-0.054,1.003,0.031,-0.618,0.36,-0.052,-0.035,0.97,-0.078,-0.806,0.532,0.009,0.064,0.931,-0.009,0.079,0.931,-0.165,-0.737,0.542,-27.117,-9.574,-3.202,-98.397,6.57,11.711,-29.06,9.062,0.401,103.161,-19.47,0.474,0.73,12.623,-3.298,0.58,-15.697,2.496,104.364,59.003,-8.223,0.995,-0.046,-0.032,-0.083,0.879,-0.474,-0.037,0.018,0.996,-0.049,0.013,0.073,0.901,-0.43,0.042,-0.044,0.999,0.034,-0.008,0.022,1.0,0.03,0.003,-0.007,0.908,-0.417,0.003,0.032
631,6.31,409,8.18,-44.673,5.903,3.646,57.689,4.675,-0.174,-42.283,-0.723,5.428,7.855,-10.811,2.97,9.536,-3.293,-5.626,8.645,-4.824,-8.409,9.447,4.011,2.911,0.085,-0.033,1.015,0.008,-0.616,0.343,-0.074,-0.069,0.985,-0.077,-0.729,0.546,-0.099,0.092,0.931,0.026,0.073,0.962,-0.194,-0.716,0.602,-27.952,-9.541,-2.614,-97.098,8.173,11.488,-27.78,6.475,-3.37,107.253,-34.004,4.462,2.712,12.13,-4.032,0.654,-14.845,2.869,103.629,46.52,-2.017,0.995,-0.048,-0.033,-0.083,0.875,-0.482,-0.036,0.018,0.996,-0.051,0.014,0.073,0.905,-0.422,0.039,-0.042,0.999,0.034,-0.007,0.022,1.0,0.03,0.001,-0.006,0.912,-0.409,0.008,0.03
