molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
496,4.96,298,5.96,-0.403,0.487,-0.861,-0.828,0.111,-0.241,0.118,-0.06,0.532,0.693,0.212,0.1,-0.299,-0.387,-0.17,-1.135,-0.337,-0.234,-1.551,0.776,0.127,-0.028,0.0,0.939,-0.016,0.009,0.969,-0.004,0.002,1.022,0.02,0.015,0.967,0.006,0.001,1.062,-0.012,0.02,1.023,0.005,0.001,0.894,7.159,0.821,-1.047,-2.445,2.295,1.595,-0.55,0.341,4.074,6.142,-0.897,1.563,-0.18,0.191,-0.262,0.661,1.795,1.161,-4.142,-1.843,-0.165,1.0,-0.002,0.008,-0.007,1.0,0.003,0.004,-0.004,1.0,0.002,0.003,0.001,1.0,0.005,-0.002,-0.002,1.0,-0.001,0.0,-0.002,1.0,0.01,0.003,-0.002,1.0,-0.004,-0.004,-0.003
497,4.97,298,5.96,-0.354,0.535,-0.896,-0.842,0.053,-0.234,0.097,-0.062,0.553,0.755,0.245,0.096,-0.372,-0.446,-0.196,-1.157,-0.382,-0.223,-1.616,0.864,0.147,-0.039,0.005,0.952,-0.004,0.009,0.989,-0.004,0.011,1.03,0.015,0.027,0.97,-0.001,0.016,1.054,-0.011,0.023,1.017,0.017,-0.007,0.89,6.594,0.085,0.356,-1.261,1.361,1.78,-0.215,-0.408,3.824,6.252,0.149,2.154,-0.443,1.113,1.865,0.595,1.407,1.128,-4.089,-1.029,-0.718,1.0,-0.001,0.008,-0.007,1.0,0.003,0.004,-0.004,1.0,0.002,0.003,0.001,1.0,0.006,-0.002,-0.002,1.0,-0.001,0.0,-0.001,1.0,0.01,0.003,-0.002,1.0,-0.004,-0.004,-0.003
498,4.98,299,5.98,-0.317,0.561,-0.927,-0.916,0.045,-0.227,0.021,-0.102,0.571,0.819,0.242,0.085,-0.438,-0.486,-0.212,-1.189,-0.412,-0.213,-1.691,0.939,0.164,-0.028,0.004,0.952,-0.01,-0.003,0.967,-0.001,0.02,1.03,0.007,0.016,0.966,0.005,0.013,1.055,-0.01,0.024,1.017,0.018,-0.009,0.892,5.382,-2.014,0.658,-1.01,1.138,1.856,0.057,-0.584,3.689,5.758,1.48,2.154,-0.979,0.46,1.142,0.466,0.986,1.045,-3.682,-1.031,-0.487,1.0,-0.001,0.008,-0.007,1.0,0.002,0.004,-0.004,1.0,0.002,0.003,0.001,1.0,0.007,-0.002,-0.002,1.0,-0.001,0.0,-0.001,1.0,0.01,0.004,-0.002,1.0,-0.004,-0.005,-0.003
499,4.99,299,5.98,-0.264,0.554,-0.959,-0.991,0.03,-0.215,-0.037,-0.144,0.592,0.906,0.262,0.079,-0.434,-0.542,-0.229,-1.22,-0.439,-0.208,-1.717,0.979,0.174,-0.004,0.016,0.961,-0.007,-0.007,0.982,0.002,0.009,1.023,0.002,0.023,0.956,-0.009,0.0,1.065,-0.011,0.026,1.016,0.01,0.001,0.9,3.867,-1.839,0.599,-0.896,1.368,1.765,-0.02,-0.09,3.773,5.573,1.448,1.906,-0.342,0.869,1.312,0.391,0.599,0.572,-2.811,-0.74,-0.378,1.0,0.0,0.008,-0.007,1.0,0.002,0.004,-0.004,1.0,0.002,0.003,0.002,1.0,0.007,-0.002,-0.002,1.0,-0.001,0.0,-0.001,1.0,0.011,0.004,-0.002,1.0,-0.004,-0.005,-0.003
500,5.0,300,6.0,-0.216,0.529,-0.992,-1.051,-0.001,-0.203,-0.043,-0.156,0.611,0.971,0.263,0.061,-0.433,-0.597,-0.242,-1.249,-0.458,-0.204,-1.735,1.015,0.192,0.003,-0.001,0.938,0.004,-0.006,0.97,0.016,-0.015,1.01,-0.005,0.026,0.957,-0.019,0.004,1.074,-0.013,0.032,1.015,0.016,0.001,0.901,2.656,-1.443,0.239,-0.778,1.405,1.681,-0.183,0.208,3.553,4.688,1.706,1.766,0.068,0.487,0.043,-0.223,0.454,0.465,-1.581,0.586,-1.261,1.0,0.0,0.007,-0.007,1.0,0.002,0.004,-0.003,1.0,0.002,0.003,0.002,1.0,0.008,-0.002,-0.002,1.0,0.0,0.0,-0.001,1.0,0.011,0.004,-0.002,1.0,-0.004,-0.005,-0.003
501,5.01,300,6.0,-0.154,0.591,-1.006,-1.06,-0.049,-0.196,-0.027,-0.177,0.615,1.01,0.274,0.055,-0.454,-0.643,-0.267,-1.255,-0.492,-0.199,-1.733,1.06,0.219,-0.018,0.003,0.956,0.01,0.007,0.956,0.017,-0.006,1.005,-0.003,0.03,0.958,-0.016,0.02,1.072,-0.015,0.024,1.014,0.018,-0.003,0.909,1.998,0.111,0.363,-1.17,1.96,1.287,-0.609,-0.257,1.68,3.663,0.934,0.934,0.165,1.435,0.375,-0.408,0.135,0.535,-0.721,1.994,-2.072,1.0,0.001,0.008,-0.007,1.0,0.002,0.004,-0.003,1.0,0.002,0.002,0.002,1.0,0.009,-0.002,-0.002,1.0,0.0,0.001,-0.001,1.0,0.011,0.004,-0.002,1.0,-0.004,-0.005,-0.003
502,5.02,301,6.02,-0.095,0.655,-1.002,-1.058,-0.094,-0.196,-0.01,-0.21,0.616,1.054,0.302,0.058,-0.452,-0.704,-0.291,-1.251,-0.529,-0.195,-1.718,1.108,0.24,-0.027,0.005,0.951,0.018,0.008,0.94,0.01,-0.003,1.008,-0.006,0.034,0.964,-0.022,0.007,1.078,-0.016,0.022,1.013,0.012,-0.006,0.916,2.808,-0.859,1.01,-0.91,2.568,0.459,-0.463,-1.003,0.661,2.32,0.463,0.434,-0.344,1.688,0.776,-0.469,0.238,0.469,-0.344,1.914,-1.596,1.0,0.001,0.008,-0.007,1.0,0.002,0.004,-0.003,1.0,0.002,0.002,0.002,1.0,0.009,-0.002,-0.002,1.0,0.0,0.001,-0.001,1.0,0.011,0.005,-0.002,1.0,-0.004,-0.005,-0.004
503,5.03,301,6.02,-0.034,0.691,-0.993,-1.05,-0.139,-0.201,-0.015,-0.245,0.614,1.021,0.343,0.062,-0.466,-0.699,-0.304,-1.238,-0.564,-0.19,-1.708,1.094,0.254,-0.016,0.008,0.941,0.017,0.005,0.952,0.012,0.003,1.008,0.003,0.017,0.96,-0.007,0.003,1.067,-0.012,0.021,1.009,-0.005,-0.006,0.904,2.618,-1.45,0.729,-0.865,2.395,0.001,-0.056,-1.147,-0.208,1.25,0.689,0.045,-0.735,1.584,0.549,-0.591,0.137,0.539,-0.635,1.529,-0.797,1.0,0.001,0.008,-0.007,1.0,0.002,0.004,-0.003,1.0,0.002,0.002,0.002,1.0,0.009,-0.001,-0.002,1.0,0.0,0.001,-0.001,1.0,0.011,0.005,-0.002,1.0,-0.004,-0.005,-0.004
504,5.04,302,6.04,0.032,0.698,-0.988,-1.056,-0.192,-0.207,-0.018,-0.264,0.613,0.991,0.399,0.06,-0.496,-0.675,-0.309,-1.227,-0.599,-0.186,-1.7,1.08,0.265,-0.011,0.009,0.965,0.016,-0.005,0.951,0.012,-0.002,1.008,0.007,0.016,0.956,-0.007,0.01,1.047,-0.016,0.021,1.009,-0.014,-0.005,0.889,2.221,-1.343,0.283,-0.486,1.452,-0.11,-0.219,-0.392,-0.281,0.606,0.041,-0.097,-0.529,1.14,-0.226,-0.714,0.105,0.49,-0.652,1.449,-0.688,1.0,0.002,0.007,-0.007,1.0,0.001,0.004,-0.003,1.0,0.002,0.001,0.002,1.0,0.009,-0.002,-0.002,1.0,0.0,0.002,-0.001,1.0,0.011,0.005,-0.002,1.0,-0.004,-0.004,-0.004
505,5.05,302,6.04,0.089,0.678,-0.99,-1.101,-0.224,-0.213,-0.024,-0.285,0.613,0.978,0.464,0.047,-0.505,-0.662,-0.304,-1.242,-0.624,-0.184,-1.713,1.058,0.277,-0.001,0.009,0.953,0.003,-0.016,0.957,0.011,-0.005,1.005,0.015,0.015,0.958,-0.012,0.005,1.046,-0.013,0.024,1.01,-0.016,0.0,0.884,2.027,-1.492,-0.53,-0.06,0.988,-0.339,-0.762,0.225,-0.328,0.673,0.265,-0.19,-0.38,0.377,-1.328,-0.842,-0.028,0.289,-0.763,1.374,-0.863,1.0,0.002,0.007,-0.007,1.0,0.001,0.004,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.002,-0.002,1.0,0.0,0.002,-0.001,1.0,0.011,0.005,-0.002,1.0,-0.004,-0.004,-0.004
506,5.06,303,6.06,0.117,0.66,-0.991,-1.094,-0.233,-0.217,-0.026,-0.307,0.607,0.991,0.452,0.026,-0.503,-0.64,-0.292,-1.201,-0.639,-0.183,-1.674,1.022,0.288,-0.007,0.0,0.949,-0.007,-0.023,0.954,0.009,-0.01,1.006,0.001,0.017,0.96,-0.018,-0.001,1.048,-0.016,0.013,1.009,-0.021,-0.005,0.88,1.513,-0.572,-0.928,0.134,0.571,-0.252,-0.56,0.542,-0.86,0.905,0.622,-0.124,-0.073,-0.562,-2.229,-1.153,-0.295,0.109,-0.541,1.685,-1.009,1.0,0.002,0.007,-0.007,1.0,0.001,0.004,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.002,-0.002,1.0,0.0,0.002,-0.001,1.0,0.01,0.006,-0.002,1.0,-0.004,-0.003,-0.004
507,5.07,303,6.06,0.135,0.68,-0.988,-1.086,-0.241,-0.215,-0.024,-0.317,0.595,1.025,0.447,0.013,-0.506,-0.618,-0.287,-1.158,-0.647,-0.185,-1.639,0.982,0.293,-0.015,-0.004,0.948,-0.006,-0.02,0.952,0.003,-0.01,1.009,0.002,0.018,0.955,-0.027,-0.004,1.049,-0.016,0.008,1.01,-0.02,-0.012,0.886,1.238,-0.116,-0.881,-0.153,0.053,-0.045,-0.479,0.2,-1.215,0.536,0.647,0.027,0.273,-0.697,-1.307,-1.099,-0.362,-0.214,-0.208,1.47,-0.81,1.0,0.002,0.007,-0.007,1.0,0.001,0.004,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.001,-0.002,1.0,0.0,0.002,-0.001,1.0,0.01,0.006,-0.002,1.0,-0.004,-0.003,-0.004
508,5.08,304,6.08,0.211,0.7,-0.983,-1.075,-0.267,-0.21,-0.024,-0.303,0.582,1.018,0.444,0.004,-0.499,-0.603,-0.282,-1.114,-0.65,-0.19,-1.604,0.944,0.29,-0.014,0.007,0.95,-0.002,-0.009,0.951,0.002,-0.01,1.011,-0.002,0.01,0.958,-0.025,-0.006,1.046,-0.016,0.004,1.015,-0.027,-0.024,0.883,1.214,-0.221,-0.71,-0.193,-0.811,0.09,-0.033,0.167,-1.184,0.454,0.896,0.205,-0.637,-0.77,-0.653,-1.106,-0.582,-0.434,0.549,0.951,-0.155,1.0,0.002,0.007,-0.007,1.0,0.0,0.003,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.001,-0.002,1.0,0.0,0.003,-0.002,1.0,0.01,0.006,-0.002,1.0,-0.004,-0.003,-0.004
509,5.09,304,6.08,0.215,0.71,-0.98,-1.063,-0.273,-0.202,-0.094,-0.301,0.571,1.011,0.484,0.019,-0.48,-0.603,-0.3,-1.071,-0.649,-0.196,-1.566,0.91,0.28,-0.014,0.007,0.951,-0.007,-0.008,0.958,0.0,0.01,1.012,0.003,0.014,0.956,-0.029,-0.013,1.054,-0.014,0.005,1.008,-0.03,-0.024,0.885,0.904,-0.447,-0.805,0.298,-0.995,0.078,0.477,0.017,-1.122,0.243,0.264,0.532,-0.633,0.326,2.064,-0.868,-0.72,-0.642,1.067,0.203,0.26,1.0,0.003,0.007,-0.007,1.0,0.0,0.003,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.001,-0.002,1.0,0.0,0.003,-0.001,1.0,0.009,0.006,-0.002,1.0,-0.004,-0.002,-0.004
510,5.1,305,6.1,0.258,0.69,-0.985,-1.051,-0.265,-0.197,-0.109,-0.269,0.569,1.058,0.488,0.041,-0.451,-0.612,-0.327,-1.032,-0.645,-0.204,-1.527,0.881,0.266,-0.014,0.005,0.955,-0.012,-0.014,0.955,-0.01,-0.002,1.019,-0.004,0.02,0.961,-0.012,-0.005,1.054,-0.016,-0.004,1.007,-0.03,-0.027,0.883,0.444,-0.543,-0.993,0.526,-0.85,-0.246,0.351,0.482,-0.466,0.036,0.028,0.851,-0.828,0.731,3.147,-0.571,-1.18,-0.783,1.605,-0.492,0.513,1.0,0.003,0.007,-0.007,1.0,0.0,0.003,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.001,-0.002,1.0,0.0,0.003,-0.001,1.0,0.009,0.006,-0.002,1.0,-0.004,-0.002,-0.004
511,5.11,305,6.1,0.249,0.677,-0.995,-1.038,-0.248,-0.194,-0.104,-0.27,0.574,1.045,0.495,0.052,-0.423,-0.609,-0.34,-1.0,-0.644,-0.214,-1.484,0.854,0.251,-0.014,0.002,0.952,-0.017,-0.015,0.96,-0.005,-0.008,1.013,-0.003,0.011,0.956,-0.02,-0.008,1.059,-0.018,0.003,1.009,-0.022,-0.016,0.884,-0.042,-0.336,-1.194,0.804,-0.44,-0.738,0.716,0.332,-0.228,-0.235,-0.274,0.731,-0.119,-0.631,1.78,-0.09,-1.507,-0.945,2.089,-0.638,0.479,1.0,0.003,0.007,-0.007,1.0,0.0,0.003,-0.003,1.0,0.001,0.001,0.002,1.0,0.009,-0.001,-0.001,1.0,-0.001,0.003,-0.001,1.0,0.009,0.006,-0.002,1.0,-0.004,-0.002,-0.004
