Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
115,"1,819","0,750","-0,020","-1,514","-0,212","-0,357","4,755","-0,370","-1,338","-0,294","1,128","-0,315","-1,909","-0,837","1,237","-2,175","-0,407","1,392","4,449","-0,360","-1,174"
116,"1,903","0,737","0,051","-1,450","-0,193","-0,393","4,758","-0,364","-1,395","-0,294","1,108","-0,295","-1,894","-0,836","1,147","-2,037","-0,378","1,405","4,372","-0,377","-1,133"
117,"1,990","0,716","0,109","-1,383","-0,173","-0,433","4,753","-0,344","-1,429","-0,296","1,096","-0,245","-1,876","-0,838","1,054","-1,890","-0,344","1,415","4,309","-0,408","-1,126"
118,"2,038","0,688","0,146","-1,318","-0,154","-0,467","4,733","-0,299","-1,437","-0,277","1,085","-0,154","-1,860","-0,843","0,974","-1,771","-0,317","1,417","4,268","-0,448","-1,160"
119,"2,073","0,662","0,165","-1,258","-0,150","-0,494","4,757","-0,237","-1,436","-0,228","1,040","-0,057","-1,840","-0,828","0,911","-1,673","-0,308","1,412","4,254","-0,464","-1,219"
120,"2,121","0,648","0,169","-1,205","-0,158","-0,513","4,785","-0,184","-1,416","-0,222","0,978","0,052","-1,817","-0,792","0,863","-1,580","-0,298","1,399","4,221","-0,476","-1,286"
121,"2,141","0,628","0,159","-1,156","-0,164","-0,528","4,753","-0,101","-1,373","-0,227","0,916","0,162","-1,790","-0,736","0,823","-1,511","-0,284","1,394","4,200","-0,510","-1,353"
122,"2,149","0,593","0,159","-1,115","-0,177","-0,536","4,744","-0,083","-1,356","-0,243","0,844","0,257","-1,771","-0,667","0,791","-1,453","-0,252","1,386","4,149","-0,540","-1,409"
123,"2,189","0,515","0,170","-1,085","-0,197","-0,547","4,729","-0,072","-1,339","-0,261","0,767","0,314","-1,758","-0,591","0,759","-1,369","-0,174","1,376","4,095","-0,560","-1,442"
124,"2,205","0,453","0,184","-1,047","-0,208","-0,560","4,728","-0,016","-1,332","-0,270","0,681","0,357","-1,740","-0,528","0,730","-1,288","-0,094","1,372","4,045","-0,565","-1,448"
