Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
111,"0,007","0,193","-0,006","-0,219","0,220","0,342","0,228","-0,071","0,107","-0,082","0,267","0,007","-0,247","-0,186","-0,022","-0,229","0,393","-0,013","0,153","-0,100","-0,010"
112,"0,009","0,191","-0,011","-0,234","0,188","0,342","0,237","-0,075","0,107","-0,066","0,206","0,013","-0,230","-0,140","-0,025","-0,272","0,334","-0,006","0,185","-0,080","-0,013"
113,"0,015","0,192","-0,016","-0,225","0,155","0,342","0,278","-0,059","0,108","-0,108","0,155","0,012","-0,233","-0,073","-0,028","-0,265","0,262","-0,001","0,159","-0,082","-0,010"
114,"0,026","0,222","-0,019","-0,205","0,132","0,342","0,284","-0,063","0,107","-0,143","0,132","0,009","-0,240","-0,022","-0,029","-0,270","0,210","0,004","0,129","-0,074","-0,009"
115,"0,039","0,228","-0,021","-0,181","0,109","0,344","0,291","-0,013","0,105","-0,148","0,152","0,005","-0,210","0,035","-0,027","-0,259","0,152","0,007","0,100","-0,101","-0,008"
116,"0,046","0,233","-0,022","-0,213","0,122","0,344","0,332","-0,020","0,105","-0,099","0,170","0,001","-0,229","-0,007","-0,027","-0,307","0,131","0,010","0,145","-0,060","-0,003"
117,"0,069","0,254","-0,022","-0,181","0,111","0,343","0,387","-0,038","0,105","-0,114","0,227","-0,001","-0,214","-0,025","-0,026","-0,286","0,084","0,012","0,107","-0,055","-0,002"
118,"0,097","0,268","-0,023","-0,196","0,142","0,342","0,451","-0,010","0,106","-0,120","0,216","0,000","-0,216","-0,089","-0,025","-0,302","0,079","0,015","0,097","-0,047","-0,004"
119,"0,121","0,294","-0,024","-0,186","0,172","0,339","0,515","-0,015","0,109","-0,147","0,204","0,004","-0,216","-0,151","-0,028","-0,301","0,073","0,018","0,059","-0,037","-0,009"
120,"0,139","0,306","-0,022","-0,218","0,187","0,336","0,537","-0,026","0,107","-0,136","0,196","0,011","-0,247","-0,200","-0,033","-0,336","0,052","0,022","0,090","-0,024","-0,015"
121,"0,103","0,292","-0,022","-0,189","0,200","0,334","0,556","-0,015","0,107","-0,104","0,268","0,018","-0,208","-0,243","-0,039","-0,338","0,045","0,025","0,118","-0,027","-0,021"
122,"0,089","0,299","-0,022","-0,221","0,183","0,330","0,566","0,011","0,110","-0,148","0,260","0,025","-0,273","-0,212","-0,049","-0,361","-0,006","0,027","0,070","-0,009","-0,022"
123,"0,093","0,297","-0,024","-0,253","0,166","0,326","0,507","0,046","0,115","-0,144","0,241","0,026","-0,310","-0,225","-0,060","-0,367","-0,049","0,029","0,098","0,021","-0,016"
124,"0,147","0,328","-0,024","-0,239","0,132","0,323","0,504","0,038","0,119","-0,082","0,224","0,028","-0,268","-0,166","-0,068","-0,332","-0,111","0,027","0,155","0,008","-0,014"
