Index,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z
99,"-0,356","0,051","-1,740","0,271","-0,298","-0,886","0,030","-0,585","0,256","0,348","0,564","0,352","-2,009","1,108","0,877","-1,472","0,898","-0,068","-0,793","-0,224","-1,889"
100,"-0,409","0,072","-1,616","0,262","-0,191","-1,022","-0,014","-0,321","0,209","-0,007","0,528","0,055","-1,565","0,806","-0,492","-1,445","0,581","-0,730","-0,666","-0,182","-1,955"
101,"-0,371","0,172","-1,016","-0,038","-0,121","-0,946","0,199","-0,282","0,068","0,282","0,556","0,182","-1,241","0,205","-1,379","-1,575","0,235","-1,604","-0,614","-0,088","-1,852"
102,"-0,387","0,072","-1,246","-0,412","0,170","-1,077","0,081","-0,174","0,156","0,304","0,478","0,090","-1,941","0,574","-0,845","-0,881","0,301","-1,269","-0,611","-0,222","-1,875"
103,"-0,546","0,435","-0,925","-0,729","0,212","-1,243","-0,153","-0,129","-0,002","0,209","0,049","0,105","-1,648","0,941","-0,366","-0,322","-0,143","-1,730","-0,261","-0,225","-1,655"
104,"-0,553","0,697","-0,101","-0,794","0,205","-1,299","-0,109","0,049","0,007","0,188","0,068","0,003","-2,077","0,435","-0,725","0,044","-0,115","-1,217","-0,203","0,078","-0,848"
105,"-0,580","0,608","0,473","-0,981","0,199","-1,346","0,046","0,080","-0,119","0,309","0,065","0,196","-1,728","0,224","-0,978","-0,399","0,728","0,226","-0,180","0,159","-0,359"
106,"-0,390","0,565","0,592","-1,029","0,161","-1,153","0,024","-0,230","-0,105","0,208","-0,074","0,046","-1,497","0,204","-0,864","-0,744","0,688","0,540","-0,237","0,024","-0,388"
107,"-0,470","0,516","0,295","-0,772","0,241","-0,997","-0,131","-0,261","0,022","0,053","-0,019","0,125","-1,475","0,502","-1,083","-0,160","0,431","0,333","-0,139","-0,056","-0,866"
108,"-0,477","0,334","-0,789","-0,585","0,126","-0,936","0,096","-0,221","0,191","-0,015","-0,092","0,090","-0,919","0,494","-0,648","-0,402","0,426","0,303","-0,180","-0,009","-1,139"
109,"-0,516","0,053","-1,359","-0,524","0,065","-0,933","0,111","-0,391","0,168","0,473","-0,274","-0,046","-0,581","0,587","-0,437","-0,320","0,506","0,617","-0,380","0,059","-0,920"
110,"-0,409","0,353","-0,672","-0,333","0,078","-0,825","-0,086","-0,330","-0,087","0,157","0,248","0,006","-0,631","0,281","-0,909","-0,287","0,510","0,347","-0,504","-0,060","-0,894"
111,"-0,440","0,374","-0,178","-0,254","0,106","-0,588","0,228","0,065","0,100","0,308","-0,058","0,138","-0,318","-0,015","-1,332","-0,081","0,333","-0,291","-0,489","-0,053","-1,086"
112,"-0,311","0,333","-0,056","-0,049","0,080","-0,292","-0,050","-0,264","0,090","0,101","0,260","-0,017","-0,109","-0,003","-0,615","-0,262","-0,266","-0,708","-0,550","-0,054","-1,091"
113,"-0,257","0,312","-0,180","-0,023","0,124","0,070","-0,014","-0,321","0,209","0,101","0,318","0,177","-0,387","0,274","0,446","-0,275","0,280","-0,700","-0,568","0,016","-0,858"
114,"-0,060","0,068","-0,895","0,056","0,092","0,314","0,206","-0,318","0,331","0,243","0,115","0,219","-0,549","0,408","0,698","-0,383","0,327","-0,328","-0,370","0,309","-0,292"
115,"-0,041","-0,043","-1,558","-0,117","-0,013","0,463","0,199","-0,282","0,068","0,131","0,015","0,115","-0,049","0,367","0,657","-0,474","0,027","-0,537","-0,338","0,297","0,097"
116,"-0,033","0,157","-1,469","-0,205","-0,117","0,112","0,206","-0,122","0,174","0,053","-0,019","0,125","-0,249","0,467","0,298","-0,428","0,395","0,519","-0,393","0,337","0,017"
117,"0,131","0,206","-0,806","-0,153","-0,253","0,002","0,104","-0,110","0,023","0,175","0,042","0,184","-0,730","0,403","0,673","-0,055","0,835","0,903","-0,255","0,152","-0,172"
