Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
308.0,1217.19,8.44,150.3,295.0,2.46,155.54,311.0
309.0,1221.14,8.35,150.15,294.0,2.55,155.24,310.0
310.0,1225.09,8.22,149.91,294.0,2.65,154.98,308.0
311.0,1229.04,8.13,149.69,293.0,2.7,154.82,305.0
312.0,1232.99,8.03,149.5,293.0,2.76,154.47,303.0
313.0,1236.95,7.91,149.39,292.0,2.83,154.29,301.0
314.0,1240.9,7.79,149.24,292.0,2.93,153.97,299.0
315.0,1244.85,7.67,149.02,291.0,2.99,153.72,295.0
316.0,1248.8,7.55,148.88,290.0,3.08,153.51,293.0
317.0,1252.75,7.45,148.59,290.0,3.16,153.28,290.0
318.0,1256.71,7.38,148.43,289.0,3.24,152.93,290.0
319.0,1260.66,7.23,148.27,289.0,3.34,152.63,288.0
320.0,1264.61,7.09,148.06,288.0,3.36,152.33,287.0
321.0,1268.56,7.01,147.88,287.0,3.43,152.16,286.0
322.0,1272.51,6.91,147.65,285.0,3.51,151.84,285.0
323.0,1276.46,6.78,147.43,285.0,3.53,151.78,284.0
324.0,1280.42,6.65,147.24,285.0,3.6,151.6,283.0
325.0,1284.37,6.57,147.1,286.0,3.65,151.36,282.0
326.0,1288.32,6.45,146.81,286.0,3.73,150.91,283.0
327.0,1292.27,6.32,146.55,285.0,3.81,150.58,282.0
328.0,1296.22,6.21,146.35,286.0,3.83,150.54,282.0
329.0,1300.18,6.09,146.01,286.0,3.92,150.27,282.0
330.0,1304.13,6.01,145.72,286.0,3.99,150.05,283.0
331.0,1308.08,5.93,145.63,287.0,4.05,149.79,284.0
332.0,1312.03,5.83,145.41,287.0,4.09,149.61,283.0
333.0,1315.98,5.78,145.31,289.0,4.12,149.39,284.0
334.0,1319.94,5.71,145.16,290.0,4.17,149.35,285.0
335.0,1323.89,5.7,145.14,291.0,4.26,149.04,286.0
336.0,1327.84,5.63,144.93,292.0,4.3,148.87,287.0
337.0,1331.79,5.55,144.77,293.0,4.36,148.71,287.0
338.0,1335.74,5.48,144.53,295.0,4.39,148.47,288.0
339.0,1339.7,5.47,144.53,295.0,4.4,148.33,289.0
340.0,1343.65,5.44,144.24,297.0,4.42,148.28,291.0
341.0,1347.6,5.41,144.16,297.0,4.43,148.14,291.0
342.0,1351.55,5.41,144.07,298.0,4.48,148.03,294.0
343.0,1355.5,5.34,143.97,299.0,4.47,147.94,296.0
344.0,1359.45,5.29,143.91,302.0,4.52,147.71,297.0
345.0,1363.41,5.26,143.72,304.0,4.5,147.71,298.0
346.0,1367.36,5.26,143.57,305.0,4.53,147.5,299.0
347.0,1371.31,5.22,143.44,307.0,4.52,147.39,300.0
348.0,1375.26,5.22,143.43,307.0,4.52,147.39,301.0
