Frame,ms,X_L,Y_L,Force_L,X_R,Y_R,Force_R
308.0,1217.19,-1.01,142.68,342.0,-0.77,163.61,281.0
309.0,1221.14,-1.09,142.2,343.0,-0.69,162.98,277.0
310.0,1225.09,-1.2,141.87,340.0,-0.6,162.34,275.0
311.0,1229.04,-1.33,141.37,339.0,-0.52,161.59,271.0
312.0,1232.99,-1.4,141.0,340.0,-0.41,160.79,271.0
313.0,1236.95,-1.48,140.52,338.0,-0.31,160.17,266.0
314.0,1240.9,-1.6,139.95,336.0,-0.21,159.47,261.0
315.0,1244.85,-1.73,139.41,335.0,-0.13,158.61,259.0
316.0,1248.8,-1.9,138.91,332.0,-0.05,157.98,254.0
317.0,1252.75,-2.02,138.35,332.0,0.09,157.18,251.0
318.0,1256.71,-2.12,137.84,332.0,0.11,156.67,248.0
319.0,1260.66,-2.2,137.35,332.0,0.22,155.78,247.0
320.0,1264.61,-2.32,136.9,329.0,0.33,155.0,244.0
321.0,1268.56,-2.45,136.33,328.0,0.39,154.44,243.0
322.0,1272.51,-2.56,135.83,328.0,0.47,153.52,242.0
323.0,1276.46,-2.65,135.37,326.0,0.5,152.91,242.0
324.0,1280.42,-2.76,134.92,324.0,0.58,152.27,243.0
325.0,1284.37,-2.88,134.4,325.0,0.65,151.66,241.0
326.0,1288.32,-2.97,133.87,325.0,0.74,150.99,239.0
327.0,1292.27,-3.07,133.32,323.0,0.79,150.4,238.0
328.0,1296.22,-3.2,132.77,322.0,0.87,149.78,238.0
329.0,1300.18,-3.31,132.17,320.0,0.95,149.13,239.0
330.0,1304.13,-3.43,131.66,318.0,1.05,148.45,238.0
331.0,1308.08,-3.51,131.23,318.0,1.12,147.89,238.0
332.0,1312.03,-3.57,130.82,319.0,1.23,147.18,236.0
333.0,1315.98,-3.64,130.3,322.0,1.28,146.57,236.0
334.0,1319.94,-3.72,129.93,321.0,1.39,145.88,234.0
335.0,1323.89,-3.83,129.5,321.0,1.45,145.38,233.0
336.0,1327.84,-3.86,129.18,321.0,1.54,144.86,232.0
337.0,1331.79,-3.96,128.87,322.0,1.63,144.22,234.0
338.0,1335.74,-4.01,128.61,322.0,1.73,143.6,233.0
339.0,1339.7,-4.07,128.27,322.0,1.8,143.09,234.0
340.0,1343.65,-4.05,128.08,324.0,1.88,142.47,235.0
341.0,1347.6,-4.06,127.91,325.0,1.93,142.13,234.0
342.0,1351.55,-4.06,127.87,325.0,2.03,141.62,235.0
343.0,1355.5,-4.07,127.71,327.0,2.09,141.21,235.0
344.0,1359.45,-4.05,127.57,328.0,2.15,140.97,237.0
345.0,1363.41,-4.05,127.36,330.0,2.18,140.55,238.0
346.0,1367.36,-4.06,127.32,332.0,2.17,140.32,238.0
347.0,1371.31,-4.03,127.24,333.0,2.2,140.04,240.0
348.0,1375.26,-4.02,127.18,334.0,2.25,139.85,240.0
349.0,1379.21,-4.04,127.13,336.0,2.26,139.6,242.0
350.0,1383.17,-4.03,127.04,337.0,2.26,139.42,243.0
351.0,1387.12,-4.04,127.07,338.0,2.24,139.26,244.0
352.0,1391.07,-4.03,127.03,340.0,2.27,139.03,245.0
353.0,1395.02,-4.03,127.06,342.0,2.29,138.86,247.0
354.0,1398.97,-4.02,126.99,344.0,2.3,138.7,248.0
355.0,1402.93,-4.06,127.09,345.0,2.31,138.47,249.0
356.0,1406.88,-4.06,127.1,347.0,2.3,138.45,250.0
357.0,1410.83,-4.05,127.13,348.0,2.35,138.37,251.0
358.0,1414.78,-4.0,127.17,351.0,2.38,138.22,252.0
